,jur_stn,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0~12세,vic_age_10대,"vic_age_2,30대","vic_age_4,50대",vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,score_전반
60,서울도봉경찰서,2018,6.0,11.0,3118.0,2631.0,1.0,111.0,0.0,78.0,0.0,0.0,167.0,240.0,1047.0,339.0,1.0,179.0,33.0,124.0,766.0,409.0,1.0,101.0,1.0,2261.0,4.0,617.0,2902.0,1951.0,1270.0,75.0,335.0,1626.0,2032.0,779.0,1276.0,1689.0,672.0,960.0,1304.0,1498.0,74.3
61,서울동대문경찰서,2018,11.0,0.0,5690.0,3604.0,6.0,176.0,0.0,436.0,0.0,3.0,166.0,414.0,1399.0,960.0,1.0,328.0,62.0,44.0,1137.0,494.0,0.0,172.0,0.0,3709.0,2.0,1370.0,5151.0,2896.0,2045.0,69.0,521.0,2972.0,3076.0,1403.0,2051.0,2036.0,1215.0,1844.0,2422.0,2575.0,71.35
62,서울동작경찰서,2018,14.0,3.0,4295.0,3398.0,0.0,206.0,0.0,147.0,0.0,1.0,205.0,292.0,1190.0,474.0,0.0,243.0,15.0,180.0,851.0,453.0,1.0,58.0,3.0,3546.0,1.0,962.0,4035.0,2809.0,1425.0,65.0,484.0,3032.0,2257.0,992.0,1439.0,1748.0,998.0,1482.0,1881.0,2160.0,73.65
63,서울마포경찰서,2018,20.0,2.0,7156.0,6356.0,0.0,163.0,1.0,170.0,0.0,0.0,90.0,363.0,1774.0,848.0,0.0,1003.0,58.0,145.0,1234.0,766.0,1.0,73.0,1.0,5765.0,15.0,1912.0,6342.0,4284.0,3332.0,62.0,993.0,5526.0,3013.0,991.0,3373.0,2837.0,2925.0,2149.0,2858.0,3189.0,73.94999999999997
64,서울방배경찰서,2018,5.0,0.0,2338.0,1610.0,1.0,68.0,0.0,59.0,0.0,0.0,24.0,141.0,646.0,291.0,1.0,563.0,8.0,40.0,505.0,152.0,0.0,8.0,1.0,1478.0,1.0,270.0,1795.0,1126.0,1184.0,26.0,205.0,1136.0,1109.0,435.0,1194.0,1015.0,426.0,743.0,966.0,955.0,80.19999999999997
65,서울서대문경찰서,2018,6.0,33.0,4313.0,3377.0,1.0,117.0,1.0,135.0,0.0,0.0,200.0,228.0,943.0,354.0,0.0,295.0,57.0,149.0,1238.0,458.0,0.0,41.0,0.0,3505.0,4.0,911.0,3866.0,2779.0,1538.0,56.0,568.0,2960.0,2141.0,919.0,1539.0,1974.0,1029.0,1325.0,1851.0,2004.0,73.05
66,서울서부경찰서,2018,2.0,4.0,2026.0,1304.0,1.0,61.0,0.0,99.0,0.0,0.0,28.0,116.0,476.0,156.0,0.0,121.0,9.0,69.0,325.0,234.0,0.0,54.0,0.0,1415.0,0.0,550.0,1730.0,1102.0,693.0,28.0,227.0,995.0,1098.0,480.0,697.0,726.0,456.0,611.0,782.0,950.0,71.95
67,서울서초경찰서,2018,13.0,0.0,6101.0,6186.0,2.0,187.0,0.0,254.0,0.0,3.0,88.0,472.0,3303.0,384.0,0.0,331.0,29.0,165.0,832.0,599.0,3.0,75.0,3.0,5346.0,15.0,1277.0,6224.0,3981.0,2629.0,62.0,518.0,4767.0,3631.0,1197.0,2659.0,3454.0,1517.0,2489.0,2791.0,2583.0,79.25
68,서울성동경찰서,2018,9.0,0.0,4104.0,2926.0,1.0,137.0,0.0,153.0,0.0,1.0,188.0,269.0,1172.0,345.0,3.0,399.0,14.0,65.0,772.0,339.0,0.0,69.0,0.0,3139.0,5.0,928.0,3630.0,2215.0,1674.0,45.0,377.0,2616.0,2090.0,708.0,1683.0,1925.0,903.0,1296.0,1641.0,1754.0,73.5
69,서울성북경찰서,2018,8.0,7.0,2805.0,1651.0,2.0,105.0,0.0,167.0,0.0,0.0,49.0,118.0,580.0,252.0,0.0,247.0,18.0,104.0,550.0,275.0,0.0,25.0,4.0,2109.0,1.0,511.0,2348.0,1590.0,856.0,62.0,372.0,1730.0,1266.0,506.0,858.0,1102.0,634.0,795.0,1081.0,1182.0,72.75
70,서울송파경찰서,2018,15.0,0.0,10367.0,6036.0,6.0,293.0,0.0,393.0,0.0,2.0,260.0,450.0,2649.0,934.0,3.0,641.0,46.0,107.0,1594.0,888.0,0.0,70.0,3.0,8069.0,8.0,1910.0,8476.0,5393.0,3503.0,170.0,918.0,5771.0,5170.0,1805.0,3538.0,4344.0,2179.0,2790.0,3813.0,4246.0,75.4
71,서울수서경찰서,2018,11.0,0.0,3916.0,5630.0,1.0,116.0,0.0,200.0,0.0,3.0,63.0,332.0,2692.0,529.0,1.0,265.0,22.0,65.0,1156.0,383.0,0.0,58.0,1.0,3485.0,6.0,945.0,4825.0,2978.0,2137.0,56.0,405.0,3242.0,2991.0,1073.0,2173.0,3157.0,919.0,1645.0,2062.0,2157.0,77.69999999999997
72,서울양천경찰서,2018,18.0,1.0,5224.0,3533.0,1.0,204.0,1.0,234.0,0.0,0.0,133.0,276.0,1255.0,655.0,0.0,287.0,63.0,70.0,1010.0,521.0,1.0,54.0,3.0,4174.0,9.0,971.0,4497.0,2925.0,1927.0,121.0,621.0,2486.0,3067.0,1118.0,1936.0,1827.0,1086.0,1698.0,2231.0,2507.0,75.85
73,서울영등포경찰서,2018,11.0,0.0,9066.0,6341.0,2.0,195.0,0.0,140.0,0.0,6.0,73.0,373.0,2147.0,927.0,1.0,974.0,111.0,99.0,1099.0,664.0,0.0,72.0,1.0,7256.0,12.0,2098.0,8087.0,4433.0,3314.0,126.0,684.0,5128.0,4848.0,1718.0,3330.0,3156.0,1866.0,2740.0,3579.0,4493.0,71.95
74,서울용산경찰서,2018,11.0,0.0,4606.0,3955.0,3.0,136.0,0.0,453.0,0.0,1.0,105.0,247.0,1182.0,695.0,0.0,404.0,15.0,96.0,842.0,486.0,0.0,44.0,1.0,3708.0,20.0,1530.0,4506.0,2730.0,2034.0,37.0,346.0,3699.0,2349.0,796.0,2043.0,1779.0,1881.0,1562.0,2033.0,2015.0,74.19999999999997
75,서울은평경찰서,2018,6.0,15.0,3109.0,2006.0,9.0,111.0,0.0,725.0,0.0,0.0,50.0,160.0,734.0,489.0,0.0,378.0,14.0,110.0,641.0,295.0,0.0,48.0,0.0,2430.0,5.0,727.0,2683.0,1917.0,1431.0,53.0,388.0,1719.0,1724.0,706.0,1441.0,1285.0,998.0,931.0,1348.0,1469.0,72.85
76,서울종로경찰서,2018,6.0,4.0,2757.0,2047.0,1.0,88.0,0.0,272.0,0.0,2.0,151.0,161.0,763.0,306.0,1.0,232.0,14.0,94.0,626.0,276.0,1.0,32.0,0.0,1925.0,7.0,890.0,2754.0,1472.0,1102.0,17.0,150.0,1763.0,1618.0,665.0,1115.0,1171.0,583.0,814.0,1249.0,1511.0,76.3
77,서울종암경찰서,2018,6.0,0.0,2098.0,1425.0,0.0,93.0,0.0,92.0,0.0,0.0,54.0,96.0,438.0,219.0,1.0,102.0,11.0,152.0,298.0,277.0,0.0,38.0,0.0,1652.0,1.0,483.0,1825.0,1168.0,775.0,40.0,203.0,1042.0,1217.0,490.0,776.0,689.0,511.0,651.0,899.0,1018.0,70.94999999999997
78,서울중랑경찰서,2018,16.0,0.0,5695.0,3791.0,4.0,186.0,0.0,438.0,0.0,0.0,124.0,293.0,962.0,859.0,1.0,315.0,93.0,28.0,794.0,651.0,0.0,108.0,1.0,4603.0,6.0,1540.0,4994.0,3076.0,2184.0,93.0,595.0,2834.0,3283.0,1257.0,2192.0,2052.0,1446.0,1651.0,2263.0,2842.0,69.1
79,서울중부경찰서,2018,9.0,1.0,3627.0,1793.0,1.0,84.0,0.0,291.0,0.0,2.0,91.0,229.0,703.0,339.0,1.0,265.0,12.0,51.0,435.0,227.0,0.0,25.0,0.0,2715.0,4.0,893.0,2907.0,1776.0,1216.0,10.0,223.0,2058.0,1791.0,591.0,1226.0,1229.0,771.0,1031.0,1415.0,1453.0,75.0
80,서울혜화경찰서,2018,10.0,1.0,2879.0,1527.0,0.0,86.0,0.0,96.0,0.0,0.0,50.0,112.0,525.0,249.0,0.0,302.0,24.0,39.0,548.0,231.0,1.0,34.0,0.0,1755.0,2.0,827.0,2248.0,1375.0,1026.0,11.0,200.0,1411.0,1383.0,612.0,1032.0,905.0,464.0,745.0,1404.0,1131.0,68.75
81,충남세종경찰서,2018,17.0,0.0,1864.0,2795.0,1.0,76.0,3.0,185.0,0.0,0.0,65.0,243.0,915.0,56.0,3.0,259.0,20.0,11.0,665.0,837.0,2.0,20.0,0.0,1869.0,2.0,104.0,2458.0,1391.0,1157.0,62.0,301.0,1382.0,1633.0,465.0,1163.0,1511.0,460.0,770.0,1053.0,1212.0,74.85
82,경기수원남부경찰서,2019,7.0,3.0,9716.0,5586.0,0.0,238.0,0.0,475.0,0.0,2.0,121.0,237.0,1168.0,388.0,1.0,2092.0,173.0,60.0,2113.0,1315.0,0.0,189.0,2.0,7191.0,13.0,1206.0,7304.0,4348.0,4496.0,143.0,898.0,5884.0,3836.0,878.0,4509.0,3953.0,2919.0,2347.0,2805.0,4124.0,74.5
83,경기수원서부경찰서,2019,6.0,0.0,4421.0,3688.0,1.0,108.0,2.0,337.0,0.0,1.0,163.0,159.0,833.0,310.0,3.0,477.0,44.0,27.0,722.0,780.0,0.0,40.0,2.0,4552.0,8.0,770.0,4348.0,2674.0,1705.0,73.0,600.0,2938.0,2590.0,795.0,1731.0,1607.0,1046.0,1444.0,1995.0,2635.0,71.5
84,경기수원중부경찰서,2019,7.0,1.0,6374.0,3605.0,0.0,142.0,0.0,215.0,0.0,1.0,66.0,185.0,631.0,422.0,1.0,1013.0,88.0,155.0,1306.0,823.0,3.0,53.0,1.0,4661.0,5.0,1064.0,4691.0,3287.0,2433.0,132.0,588.0,2818.0,3312.0,1123.0,2438.0,2098.0,1302.0,1594.0,2332.0,3085.0,75.3
85,경남마산동부경찰서,2019,1.0,25.0,2085.0,2050.0,0.0,98.0,0.0,189.0,0.0,0.0,47.0,121.0,387.0,200.0,1.0,448.0,50.0,57.0,574.0,347.0,0.0,23.0,3.0,1935.0,3.0,346.0,1997.0,1382.0,1116.0,39.0,234.0,1270.0,1310.0,523.0,1119.0,1099.0,695.0,635.0,852.0,1214.0,72.75
86,경남마산중부경찰서,2019,0.0,2.0,2095.0,1001.0,0.0,77.0,0.0,13.0,0.0,0.0,31.0,87.0,320.0,95.0,2.0,391.0,83.0,72.0,254.0,190.0,0.0,18.0,0.0,1540.0,4.0,163.0,1405.0,959.0,855.0,23.0,124.0,633.0,1058.0,523.0,858.0,604.0,463.0,548.0,711.0,893.0,75.3
87,경남진주경찰서,2019,0.0,0.0,3949.0,2689.0,0.0,110.0,3.0,150.0,0.0,1.0,28.0,191.0,821.0,250.0,1.0,575.0,214.0,43.0,831.0,707.0,1.0,49.0,0.0,2823.0,1.0,423.0,3148.0,2031.0,1751.0,51.0,410.0,1783.0,2102.0,831.0,1753.0,1773.0,846.0,1000.0,1303.0,2008.0,75.44999999999997
88,경남진해경찰서,2019,1.0,0.0,1792.0,1211.0,1.0,71.0,0.0,139.0,0.0,1.0,20.0,88.0,327.0,174.0,0.0,140.0,15.0,8.0,343.0,293.0,0.0,35.0,1.0,1638.0,4.0,170.0,1557.0,999.0,680.0,41.0,175.0,866.0,1100.0,370.0,684.0,658.0,405.0,555.0,715.0,903.0,74.15
89,경남창원서부경찰서,2019,0.0,0.0,2294.0,2072.0,0.0,45.0,0.0,226.0,0.0,3.0,55.0,98.0,345.0,131.0,0.0,550.0,164.0,14.0,616.0,526.0,1.0,23.0,0.0,1958.0,3.0,266.0,2123.0,1298.0,1274.0,32.0,168.0,1196.0,1530.0,491.0,1278.0,1123.0,636.0,680.0,945.0,1311.0,75.65
90,경남창원중부경찰서,2019,0.0,0.0,2471.0,3098.0,0.0,75.0,0.0,162.0,0.0,2.0,29.0,115.0,655.0,245.0,1.0,373.0,170.0,3.0,907.0,376.0,1.0,42.0,2.0,2696.0,9.0,242.0,2922.0,1648.0,1267.0,45.0,362.0,2117.0,1663.0,373.0,1277.0,1413.0,916.0,951.0,1133.0,1424.0,75.1
91,서울강남경찰서,2019,2.0,1.0,6268.0,6244.0,1.0,167.0,0.0,470.0,0.0,1.0,76.0,274.0,1961.0,1225.0,2.0,1060.0,266.0,65.0,1402.0,817.0,2.0,86.0,1.0,5217.0,24.0,828.0,5738.0,3936.0,3556.0,31.0,483.0,5304.0,2949.0,848.0,3615.0,3566.0,2034.0,2072.0,2736.0,2822.0,75.69999999999997
92,서울강동경찰서,2019,5.0,0.0,4926.0,2733.0,0.0,161.0,0.0,301.0,0.0,2.0,152.0,183.0,757.0,294.0,1.0,190.0,27.0,37.0,823.0,639.0,0.0,33.0,0.0,3851.0,6.0,1439.0,4230.0,2714.0,1336.0,85.0,454.0,2436.0,2753.0,1170.0,1382.0,1500.0,1159.0,1342.0,1931.0,2348.0,74.45
93,서울강북경찰서,2019,2.0,0.0,4899.0,2162.0,0.0,141.0,1.0,769.0,0.0,2.0,310.0,191.0,642.0,385.0,2.0,248.0,25.0,123.0,738.0,507.0,1.0,15.0,1.0,3906.0,4.0,1498.0,4213.0,2723.0,1350.0,86.0,552.0,2666.0,2572.0,1043.0,1367.0,1597.0,1414.0,1291.0,1731.0,2253.0,71.2
94,서울강서경찰서,2019,7.0,0.0,6513.0,4529.0,1.0,147.0,1.0,378.0,1.0,2.0,164.0,305.0,1073.0,1796.0,6.0,399.0,48.0,21.0,1344.0,730.0,1.0,51.0,2.0,4662.0,7.0,1298.0,5369.0,3713.0,2661.0,117.0,540.0,3786.0,3356.0,1262.0,2682.0,2287.0,1611.0,1951.0,2789.0,3105.0,70.45
95,서울관악경찰서,2019,3.0,0.0,5566.0,5560.0,3.0,174.0,0.0,403.0,0.0,1.0,116.0,318.0,1100.0,661.0,1.0,672.0,28.0,36.0,1075.0,781.0,1.0,48.0,3.0,5228.0,2.0,1872.0,5591.0,3740.0,2495.0,171.0,586.0,4463.0,2835.0,1260.0,2511.0,2442.0,2018.0,1892.0,2353.0,3121.0,69.35
96,서울광진경찰서,2019,2.0,0.0,4356.0,3718.0,1.0,93.0,0.0,155.0,0.0,1.0,134.0,257.0,724.0,478.0,1.0,425.0,50.0,25.0,857.0,534.0,1.0,26.0,1.0,4033.0,11.0,1037.0,3892.0,2667.0,1901.0,63.0,587.0,3007.0,2168.0,720.0,1915.0,1501.0,1305.0,1391.0,1924.0,2339.0,74.15
97,서울구로경찰서,2019,3.0,0.0,6202.0,3188.0,2.0,181.0,0.0,268.0,0.0,1.0,76.0,242.0,880.0,524.0,0.0,230.0,29.0,48.0,812.0,608.0,1.0,25.0,0.0,5310.0,2.0,1210.0,5022.0,3083.0,1816.0,117.0,507.0,3135.0,3156.0,1170.0,1836.0,1849.0,1191.0,1618.0,2375.0,2888.0,70.3
98,서울금천경찰서,2019,1.0,1.0,3365.0,3238.0,1.0,82.0,0.0,353.0,0.0,2.0,54.0,179.0,899.0,314.0,1.0,240.0,17.0,39.0,756.0,430.0,1.0,37.0,1.0,3050.0,3.0,1130.0,3403.0,2127.0,1567.0,56.0,285.0,2069.0,2329.0,779.0,1579.0,1501.0,900.0,1104.0,1642.0,1950.0,69.15
99,서울남대문경찰서,2019,2.0,0.0,2465.0,1465.0,0.0,68.0,0.0,61.0,0.0,1.0,62.0,117.0,420.0,222.0,0.0,81.0,21.0,85.0,557.0,160.0,1.0,25.0,0.0,1886.0,3.0,546.0,2033.0,1349.0,742.0,7.0,136.0,1581.0,1271.0,374.0,755.0,725.0,241.0,686.0,1460.0,1012.0,76.85
100,서울노원경찰서,2019,5.0,15.0,5453.0,2857.0,0.0,161.0,0.0,454.0,0.0,2.0,115.0,293.0,865.0,521.0,0.0,249.0,22.0,111.0,929.0,662.0,3.0,55.0,1.0,4413.0,8.0,930.0,4248.0,3015.0,1799.0,116.0,683.0,2609.0,2741.0,1105.0,1808.0,2083.0,1202.0,1401.0,2058.0,2318.0,76.30000000000003
101,서울도봉경찰서,2019,1.0,6.0,2612.0,2005.0,1.0,97.0,0.0,107.0,0.0,2.0,126.0,155.0,511.0,304.0,0.0,134.0,16.0,75.0,595.0,410.0,0.0,43.0,1.0,2251.0,2.0,460.0,2341.0,1609.0,1007.0,46.0,294.0,1318.0,1555.0,732.0,1012.0,1124.0,612.0,722.0,1157.0,1342.0,75.05
102,서울동대문경찰서,2019,0.0,0.0,4929.0,2726.0,0.0,121.0,0.0,384.0,0.0,1.0,146.0,239.0,729.0,781.0,0.0,359.0,24.0,47.0,931.0,492.0,1.0,47.0,3.0,3491.0,8.0,1155.0,4232.0,2424.0,1651.0,66.0,374.0,2419.0,2552.0,1240.0,1656.0,1340.0,1141.0,1547.0,2086.0,2193.0,73.9
103,서울동작경찰서,2019,3.0,2.0,4309.0,2543.0,2.0,134.0,0.0,131.0,0.0,1.0,245.0,176.0,627.0,478.0,1.0,311.0,15.0,96.0,720.0,377.0,0.0,27.0,1.0,3745.0,3.0,793.0,3492.0,2533.0,1345.0,67.0,407.0,2659.0,1953.0,931.0,1353.0,1218.0,891.0,1358.0,1878.0,2025.0,72.45
104,서울마포경찰서,2019,4.0,3.0,5202.0,4821.0,0.0,124.0,0.0,235.0,1.0,1.0,83.0,244.0,997.0,902.0,0.0,699.0,40.0,65.0,777.0,645.0,1.0,35.0,2.0,4646.0,12.0,1409.0,4627.0,3191.0,2656.0,68.0,707.0,4088.0,2133.0,792.0,2686.0,1886.0,2164.0,1649.0,2225.0,2550.0,76.15
105,서울방배경찰서,2019,1.0,0.0,1653.0,1167.0,1.0,48.0,0.0,55.0,0.0,1.0,12.0,65.0,345.0,179.0,1.0,323.0,1.0,31.0,347.0,143.0,0.0,11.0,0.0,1225.0,0.0,267.0,1349.0,875.0,714.0,22.0,142.0,891.0,820.0,345.0,718.0,616.0,326.0,545.0,735.0,716.0,79.05000000000003
106,서울서대문경찰서,2019,4.0,16.0,3532.0,2848.0,0.0,103.0,0.0,143.0,0.0,1.0,152.0,178.0,523.0,257.0,0.0,181.0,39.0,173.0,772.0,380.0,2.0,77.0,0.0,3468.0,7.0,742.0,3122.0,2411.0,1266.0,61.0,458.0,2425.0,1746.0,837.0,1272.0,1511.0,900.0,1093.0,1504.0,1791.0,76.15
107,서울서부경찰서,2019,4.0,0.0,1816.0,1056.0,1.0,44.0,0.0,56.0,0.0,2.0,21.0,74.0,240.0,105.0,2.0,59.0,22.0,43.0,253.0,216.0,0.0,35.0,1.0,1483.0,1.0,466.0,1499.0,991.0,510.0,30.0,170.0,908.0,956.0,422.0,514.0,559.0,473.0,479.0,677.0,812.0,73.1
108,서울서초경찰서,2019,3.0,1.0,5794.0,4568.0,1.0,140.0,0.0,239.0,0.0,0.0,52.0,322.0,1579.0,588.0,0.0,345.0,64.0,97.0,640.0,644.0,2.0,35.0,1.0,5274.0,12.0,1195.0,4870.0,3516.0,2412.0,53.0,586.0,4272.0,2527.0,910.0,2450.0,2217.0,1556.0,2180.0,2530.0,2315.0,79.9
109,서울성동경찰서,2019,3.0,0.0,3633.0,2466.0,0.0,78.0,0.0,145.0,0.0,0.0,78.0,163.0,612.0,281.0,3.0,354.0,15.0,62.0,767.0,346.0,2.0,24.0,0.0,2902.0,4.0,868.0,3086.0,1876.0,1441.0,44.0,302.0,2184.0,1757.0,670.0,1446.0,1479.0,744.0,1101.0,1510.0,1569.0,75.65
110,서울성북경찰서,2019,3.0,0.0,2255.0,1280.0,0.0,62.0,0.0,89.0,0.0,0.0,43.0,94.0,338.0,240.0,0.0,202.0,10.0,76.0,472.0,296.0,0.0,7.0,3.0,1622.0,5.0,367.0,1685.0,1309.0,738.0,41.0,246.0,1232.0,961.0,505.0,747.0,873.0,469.0,707.0,846.0,837.0,76.6
111,서울송파경찰서,2019,1.0,1.0,8902.0,4810.0,2.0,197.0,0.0,273.0,0.0,0.0,227.0,317.0,1576.0,645.0,2.0,679.0,49.0,71.0,1282.0,770.0,0.0,31.0,2.0,7399.0,11.0,1579.0,7170.0,4376.0,2867.0,166.0,675.0,4912.0,4212.0,1572.0,2876.0,3148.0,1868.0,2303.0,3300.0,3794.0,79.69999999999997
112,서울수서경찰서,2019,2.0,4.0,3379.0,3778.0,0.0,108.0,0.0,171.0,0.0,1.0,45.0,210.0,1304.0,404.0,2.0,288.0,34.0,52.0,990.0,352.0,0.0,32.0,3.0,3182.0,6.0,629.0,3502.0,2393.0,1593.0,73.0,376.0,2404.0,2167.0,856.0,1612.0,2071.0,801.0,1227.0,1691.0,1698.0,78.55
113,서울양천경찰서,2019,5.0,0.0,4217.0,2813.0,0.0,144.0,0.0,148.0,0.0,2.0,99.0,176.0,698.0,533.0,1.0,181.0,26.0,29.0,816.0,438.0,2.0,31.0,2.0,3672.0,1.0,822.0,3587.0,2407.0,1434.0,118.0,521.0,2028.0,2341.0,972.0,1448.0,1322.0,901.0,1367.0,1838.0,2000.0,76.55000000000003
114,서울영등포경찰서,2019,10.0,4.0,8230.0,4598.0,1.0,165.0,1.0,123.0,0.0,1.0,81.0,344.0,977.0,811.0,1.0,574.0,41.0,72.0,969.0,563.0,0.0,32.0,3.0,7005.0,6.0,1816.0,6878.0,4032.0,2304.0,89.0,582.0,4676.0,3928.0,1623.0,2316.0,2282.0,1576.0,2142.0,3330.0,3884.0,72.44999999999997
115,서울용산경찰서,2019,2.0,0.0,3496.0,3534.0,0.0,107.0,0.0,217.0,0.0,0.0,56.0,167.0,771.0,601.0,0.0,303.0,18.0,48.0,511.0,436.0,0.0,39.0,2.0,3239.0,10.0,1267.0,3589.0,2169.0,1654.0,37.0,258.0,2979.0,1800.0,661.0,1677.0,1408.0,1522.0,1229.0,1651.0,1602.0,77.6
116,서울은평경찰서,2019,2.0,10.0,2540.0,1844.0,11.0,83.0,1.0,509.0,0.0,1.0,38.0,111.0,378.0,269.0,1.0,185.0,17.0,91.0,590.0,277.0,0.0,30.0,0.0,2374.0,0.0,716.0,2367.0,1767.0,905.0,54.0,361.0,1607.0,1498.0,610.0,909.0,985.0,697.0,723.0,1239.0,1395.0,73.15
117,서울종로경찰서,2019,3.0,15.0,2805.0,1339.0,1.0,59.0,0.0,229.0,1.0,0.0,61.0,88.0,439.0,220.0,0.0,273.0,19.0,68.0,311.0,283.0,0.0,10.0,0.0,1950.0,4.0,848.0,2312.0,1280.0,921.0,17.0,123.0,1465.0,1401.0,580.0,927.0,757.0,454.0,705.0,1244.0,1353.0,79.6
118,서울종암경찰서,2019,2.0,1.0,2145.0,1514.0,0.0,84.0,0.0,118.0,0.0,0.0,52.0,115.0,329.0,226.0,0.0,320.0,19.0,128.0,314.0,245.0,0.0,14.0,0.0,1758.0,4.0,444.0,1754.0,1174.0,988.0,44.0,183.0,996.0,1149.0,555.0,989.0,749.0,522.0,688.0,956.0,1001.0,74.6
119,서울중랑경찰서,2019,5.0,0.0,5088.0,3318.0,0.0,145.0,0.0,426.0,0.0,1.0,127.0,191.0,666.0,639.0,2.0,174.0,48.0,48.0,727.0,633.0,0.0,41.0,0.0,4801.0,4.0,1136.0,4394.0,3070.0,1646.0,90.0,522.0,2564.0,3073.0,1204.0,1657.0,1549.0,1273.0,1565.0,2094.0,2629.0,68.75
120,서울중부경찰서,2019,2.0,0.0,3183.0,1693.0,0.0,126.0,0.0,243.0,0.0,4.0,113.0,125.0,435.0,321.0,0.0,212.0,32.0,57.0,685.0,251.0,0.0,18.0,1.0,2438.0,3.0,786.0,2699.0,1660.0,1005.0,25.0,252.0,2035.0,1451.0,582.0,1019.0,1133.0,672.0,893.0,1338.0,1328.0,73.05
121,서울혜화경찰서,2019,2.0,0.0,2404.0,1385.0,2.0,77.0,0.0,57.0,0.0,1.0,50.0,100.0,339.0,187.0,1.0,325.0,27.0,30.0,463.0,262.0,0.0,25.0,0.0,1571.0,6.0,642.0,1812.0,1145.0,1021.0,7.0,148.0,1183.0,1084.0,532.0,1024.0,666.0,391.0,689.0,1251.0,981.0,71.75
122,충남세종경찰서,2019,2.0,0.0,1740.0,2358.0,2.0,83.0,3.0,148.0,0.0,0.0,26.0,148.0,491.0,138.0,0.0,165.0,18.0,9.0,648.0,637.0,0.0,17.0,1.0,1972.0,3.0,115.0,1985.0,1377.0,1000.0,70.0,270.0,1231.0,1391.0,398.0,1002.0,1059.0,395.0,724.0,1029.0,1155.0,76.35
