,jur_stn,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0~12세,vic_age_10대,"vic_age_2,30대","vic_age_4,50대",vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,score_법질서
59,서울노원경찰서,2018,3.0,6.0,1370.0,2860.0,1.0,35.0,0.0,75.0,0.0,2.0,41.0,358.0,893.0,259.0,1.0,32.0,4.0,6.0,1289.0,303.0,1.0,148.0,1.0,768.0,1.0,329.0,1874.0,1254.0,1265.0,30.0,335.0,1202.0,1183.0,363.0,1280.0,2132.0,309.0,480.0,741.0,731.0,70.44999999999997
60,서울도봉경찰서,2018,1.0,0.0,824.0,1947.0,1.0,9.0,0.0,32.0,0.0,0.0,35.0,235.0,880.0,148.0,1.0,38.0,9.0,3.0,720.0,165.0,0.0,55.0,1.0,385.0,2.0,207.0,1212.0,854.0,783.0,34.0,129.0,745.0,877.0,272.0,792.0,1393.0,170.0,369.0,513.0,404.0,66.9
61,서울동대문경찰서,2018,1.0,0.0,1470.0,2644.0,2.0,45.0,0.0,125.0,0.0,3.0,37.0,407.0,1100.0,289.0,1.0,64.0,14.0,6.0,959.0,198.0,0.0,152.0,0.0,617.0,1.0,519.0,1867.0,1136.0,1324.0,18.0,177.0,1199.0,1142.0,457.0,1334.0,1628.0,286.0,763.0,885.0,765.0,65.44999999999999
62,서울동작경찰서,2018,3.0,3.0,1164.0,2207.0,0.0,32.0,0.0,33.0,0.0,1.0,47.0,267.0,954.0,182.0,0.0,33.0,6.0,5.0,768.0,177.0,0.0,45.0,3.0,769.0,1.0,280.0,1451.0,1218.0,821.0,19.0,157.0,1213.0,916.0,353.0,832.0,1315.0,242.0,520.0,808.0,605.0,67.65
63,서울마포경찰서,2018,1.0,1.0,1818.0,3882.0,0.0,35.0,0.0,51.0,0.0,0.0,27.0,355.0,1388.0,461.0,0.0,148.0,43.0,8.0,1131.0,329.0,1.0,53.0,0.0,1217.0,3.0,678.0,2293.0,1758.0,1764.0,14.0,301.0,2112.0,1234.0,350.0,1804.0,2051.0,601.0,820.0,1342.0,1001.0,68.9
64,서울방배경찰서,2018,1.0,0.0,887.0,1232.0,0.0,14.0,0.0,18.0,0.0,0.0,6.0,138.0,571.0,150.0,1.0,266.0,4.0,3.0,486.0,51.0,0.0,5.0,1.0,392.0,0.0,90.0,852.0,600.0,706.0,12.0,126.0,582.0,510.0,212.0,716.0,840.0,111.0,344.0,533.0,330.0,78.1
65,서울서대문경찰서,2018,1.0,1.0,1353.0,2518.0,1.0,19.0,0.0,31.0,0.0,0.0,35.0,224.0,743.0,289.0,0.0,63.0,37.0,8.0,1128.0,220.0,0.0,32.0,0.0,838.0,2.0,375.0,1592.0,1323.0,1044.0,19.0,248.0,1412.0,912.0,322.0,1046.0,1548.0,287.0,552.0,843.0,729.0,69.3
66,서울서부경찰서,2018,0.0,1.0,499.0,919.0,1.0,16.0,0.0,16.0,0.0,0.0,6.0,113.0,375.0,88.0,0.0,22.0,2.0,3.0,308.0,102.0,0.0,35.0,0.0,255.0,0.0,155.0,611.0,441.0,406.0,11.0,77.0,400.0,427.0,135.0,408.0,556.0,109.0,230.0,311.0,252.0,67.65
67,서울서초경찰서,2018,4.0,0.0,1761.0,4553.0,1.0,23.0,0.0,51.0,0.0,2.0,14.0,452.0,2922.0,203.0,0.0,26.0,12.0,11.0,769.0,207.0,2.0,56.0,3.0,1286.0,5.0,455.0,2962.0,1808.0,1639.0,17.0,192.0,1996.0,1896.0,637.0,1671.0,2908.0,339.0,1092.0,1247.0,823.0,76.1
68,서울성동경찰서,2018,0.0,0.0,1125.0,2184.0,1.0,23.0,0.0,34.0,0.0,1.0,31.0,268.0,1028.0,188.0,3.0,35.0,6.0,7.0,753.0,110.0,0.0,51.0,0.0,661.0,0.0,289.0,1444.0,1051.0,904.0,8.0,131.0,1196.0,886.0,260.0,918.0,1595.0,171.0,510.0,667.0,456.0,70.44999999999997
69,서울성북경찰서,2018,2.0,2.0,803.0,1235.0,0.0,19.0,0.0,30.0,0.0,0.0,9.0,117.0,472.0,86.0,0.0,30.0,2.0,2.0,511.0,114.0,0.0,19.0,2.0,602.0,1.0,142.0,968.0,697.0,435.0,22.0,129.0,785.0,552.0,173.0,439.0,854.0,131.0,345.0,422.0,348.0,71.30000000000003
70,서울송파경찰서,2018,4.0,0.0,2897.0,4439.0,6.0,52.0,0.0,76.0,0.0,2.0,71.0,441.0,2062.0,401.0,1.0,84.0,39.0,9.0,1472.0,391.0,0.0,63.0,1.0,1915.0,0.0,668.0,3285.0,2295.0,1967.0,51.0,366.0,2305.0,2133.0,675.0,2017.0,3336.0,511.0,958.0,1430.0,1312.0,69.05
71,서울수서경찰서,2018,3.0,0.0,1256.0,3837.0,1.0,22.0,0.0,44.0,0.0,1.0,10.0,324.0,2265.0,236.0,0.0,51.0,11.0,7.0,1025.0,141.0,0.0,36.0,1.0,660.0,1.0,416.0,2262.0,1440.0,1472.0,13.0,154.0,1412.0,1563.0,528.0,1504.0,2616.0,253.0,713.0,919.0,673.0,74.35
72,서울양천경찰서,2018,2.0,0.0,1401.0,2235.0,0.0,34.0,0.0,93.0,0.0,0.0,36.0,271.0,1068.0,175.0,0.0,49.0,12.0,1.0,896.0,232.0,1.0,35.0,1.0,670.0,2.0,388.0,1638.0,1109.0,1054.0,33.0,183.0,958.0,1176.0,383.0,1068.0,1332.0,229.0,657.0,855.0,728.0,70.80000000000003
73,서울영등포경찰서,2018,2.0,0.0,2303.0,4178.0,1.0,29.0,0.0,35.0,0.0,1.0,17.0,360.0,1735.0,306.0,0.0,163.0,94.0,8.0,1050.0,261.0,0.0,50.0,1.0,1698.0,4.0,836.0,2831.0,1805.0,1930.0,39.0,234.0,1966.0,1776.0,595.0,1956.0,2365.0,429.0,1093.0,1399.0,1280.0,67.25
74,서울용산경찰서,2018,1.0,0.0,1303.0,2344.0,1.0,15.0,0.0,107.0,0.0,0.0,31.0,239.0,873.0,342.0,0.0,36.0,9.0,12.0,770.0,159.0,0.0,39.0,1.0,804.0,4.0,514.0,1528.0,1175.0,1099.0,10.0,118.0,1398.0,887.0,275.0,1114.0,1299.0,445.0,506.0,939.0,613.0,70.65
75,서울은평경찰서,2018,1.0,1.0,990.0,1414.0,1.0,17.0,0.0,106.0,0.0,0.0,8.0,155.0,595.0,171.0,0.0,80.0,5.0,4.0,602.0,127.0,0.0,43.0,0.0,475.0,0.0,281.0,1039.0,782.0,717.0,16.0,119.0,734.0,706.0,239.0,724.0,933.0,174.0,360.0,621.0,450.0,71.05000000000003
76,서울종로경찰서,2018,0.0,2.0,928.0,1508.0,1.0,19.0,0.0,69.0,0.0,1.0,36.0,159.0,625.0,189.0,0.0,98.0,5.0,9.0,581.0,124.0,1.0,24.0,0.0,446.0,2.0,301.0,1118.0,723.0,723.0,5.0,65.0,736.0,742.0,276.0,740.0,899.0,152.0,381.0,597.0,535.0,64.35
77,서울종암경찰서,2018,1.0,0.0,591.0,845.0,0.0,15.0,0.0,19.0,0.0,0.0,9.0,94.0,339.0,140.0,1.0,26.0,2.0,7.0,282.0,97.0,0.0,31.0,0.0,309.0,0.0,152.0,605.0,434.0,441.0,14.0,69.0,416.0,389.0,149.0,443.0,523.0,114.0,226.0,339.0,278.0,69.44999999999999
78,서울중랑경찰서,2018,3.0,0.0,1645.0,2257.0,0.0,43.0,0.0,111.0,0.0,0.0,28.0,289.0,718.0,312.0,0.0,123.0,43.0,4.0,671.0,293.0,0.0,86.0,1.0,902.0,5.0,640.0,1616.0,1124.0,1347.0,15.0,180.0,1034.0,1136.0,357.0,1365.0,1519.0,396.0,614.0,745.0,813.0,64.65
79,서울중부경찰서,2018,3.0,1.0,1144.0,1434.0,0.0,12.0,0.0,42.0,0.0,0.0,5.0,228.0,581.0,155.0,0.0,83.0,3.0,6.0,424.0,118.0,0.0,15.0,0.0,728.0,0.0,300.0,1129.0,732.0,780.0,3.0,92.0,783.0,750.0,224.0,789.0,938.0,164.0,409.0,654.0,476.0,68.2
80,서울혜화경찰서,2018,2.0,0.0,789.0,1274.0,0.0,17.0,0.0,33.0,0.0,0.0,11.0,109.0,446.0,121.0,0.0,103.0,6.0,0.0,536.0,107.0,1.0,25.0,0.0,392.0,0.0,280.0,870.0,662.0,594.0,5.0,103.0,643.0,570.0,206.0,599.0,727.0,117.0,301.0,584.0,397.0,60.85
81,충남세종경찰서,2018,2.0,0.0,266.0,1895.0,0.0,2.0,0.0,35.0,0.0,0.0,4.0,236.0,744.0,36.0,2.0,3.0,4.0,1.0,629.0,127.0,2.0,14.0,0.0,342.0,0.0,64.0,1098.0,564.0,542.0,12.0,127.0,616.0,742.0,158.0,549.0,1231.0,73.0,261.0,384.0,255.0,70.3
82,경기수원남부경찰서,2019,2.0,0.0,2399.0,3858.0,0.0,41.0,0.0,162.0,0.0,0.0,26.0,229.0,946.0,213.0,1.0,283.0,129.0,8.0,2059.0,487.0,0.0,64.0,1.0,1514.0,5.0,549.0,3091.0,1787.0,1610.0,58.0,346.0,2532.0,1608.0,324.0,1620.0,2798.0,613.0,772.0,1046.0,1259.0,72.19999999999997
83,경기수원서부경찰서,2019,1.0,0.0,962.0,2382.0,1.0,8.0,0.0,38.0,0.0,1.0,27.0,158.0,745.0,176.0,2.0,64.0,11.0,5.0,709.0,244.0,0.0,16.0,2.0,880.0,2.0,406.0,1578.0,1062.0,780.0,24.0,253.0,1152.0,923.0,265.0,803.0,1229.0,261.0,520.0,711.0,699.0,68.85
84,경기수원중부경찰서,2019,1.0,0.0,1508.0,2362.0,0.0,23.0,0.0,32.0,0.0,1.0,8.0,181.0,468.0,104.0,0.0,156.0,3.0,7.0,1264.0,306.0,3.0,34.0,0.0,880.0,1.0,528.0,1705.0,1228.0,1002.0,35.0,259.0,1191.0,1134.0,309.0,1007.0,1573.0,322.0,475.0,747.0,818.0,72.75
85,경남마산동부경찰서,2019,0.0,8.0,635.0,966.0,0.0,19.0,0.0,8.0,0.0,0.0,14.0,119.0,276.0,57.0,0.0,11.0,2.0,2.0,554.0,98.0,0.0,23.0,2.0,336.0,0.0,170.0,747.0,555.0,348.0,11.0,97.0,599.0,461.0,133.0,349.0,716.0,87.0,243.0,301.0,303.0,69.4
86,경남마산중부경찰서,2019,0.0,0.0,450.0,584.0,0.0,7.0,0.0,2.0,0.0,0.0,11.0,85.0,232.0,29.0,1.0,31.0,22.0,3.0,246.0,51.0,0.0,10.0,0.0,237.0,2.0,105.0,439.0,339.0,276.0,5.0,39.0,227.0,380.0,124.0,279.0,390.0,83.0,149.0,215.0,217.0,72.80000000000003
87,경남진주경찰서,2019,0.0,0.0,934.0,1560.0,0.0,9.0,0.0,42.0,0.0,0.0,8.0,188.0,607.0,82.0,1.0,11.0,14.0,6.0,819.0,178.0,1.0,24.0,0.0,379.0,1.0,242.0,1152.0,767.0,634.0,12.0,161.0,730.0,797.0,216.0,637.0,1281.0,157.0,279.0,407.0,429.0,73.5
88,경남진해경찰서,2019,0.0,0.0,384.0,656.0,0.0,10.0,0.0,5.0,0.0,0.0,7.0,64.0,219.0,46.0,0.0,2.0,5.0,2.0,313.0,88.0,0.0,29.0,1.0,188.0,1.0,104.0,445.0,331.0,286.0,13.0,40.0,274.0,348.0,99.0,288.0,478.0,75.0,147.0,161.0,201.0,70.15
89,경남창원서부경찰서,2019,0.0,0.0,462.0,1048.0,0.0,3.0,0.0,62.0,0.0,0.0,16.0,93.0,258.0,58.0,0.0,6.0,12.0,2.0,612.0,97.0,1.0,16.0,0.0,291.0,1.0,144.0,748.0,472.0,371.0,8.0,81.0,482.0,530.0,116.0,374.0,732.0,121.0,159.0,282.0,297.0,71.9
90,경남창원중부경찰서,2019,0.0,0.0,641.0,1845.0,0.0,11.0,0.0,26.0,0.0,1.0,13.0,105.0,490.0,116.0,1.0,12.0,8.0,0.0,893.0,115.0,1.0,20.0,2.0,635.0,2.0,137.0,1332.0,738.0,467.0,12.0,188.0,965.0,756.0,139.0,477.0,1087.0,156.0,341.0,509.0,444.0,73.69999999999997
91,서울강남경찰서,2019,1.0,1.0,1710.0,4048.0,0.0,29.0,0.0,58.0,0.0,1.0,11.0,272.0,1689.0,324.0,1.0,150.0,201.0,19.0,1277.0,371.0,1.0,66.0,1.0,1092.0,7.0,388.0,2392.0,1662.0,1805.0,6.0,185.0,2057.0,1373.0,383.0,1855.0,2904.0,437.0,642.0,1010.0,866.0,72.4
92,서울강동경찰서,2019,0.0,0.0,1109.0,1791.0,0.0,27.0,0.0,76.0,0.0,1.0,10.0,178.0,508.0,207.0,1.0,47.0,6.0,8.0,732.0,262.0,0.0,28.0,0.0,587.0,2.0,448.0,1271.0,913.0,830.0,23.0,124.0,754.0,904.0,359.0,850.0,1075.0,275.0,352.0,622.0,690.0,71.05
93,서울강북경찰서,2019,0.0,0.0,1346.0,1671.0,0.0,21.0,0.0,193.0,0.0,1.0,52.0,185.0,503.0,195.0,1.0,77.0,5.0,9.0,680.0,255.0,1.0,12.0,1.0,737.0,1.0,622.0,1444.0,963.0,877.0,22.0,193.0,958.0,903.0,321.0,887.0,1154.0,404.0,397.0,612.0,717.0,70.2
94,서울강서경찰서,2019,1.0,0.0,2191.0,2722.0,0.0,39.0,0.0,93.0,0.0,0.0,18.0,298.0,864.0,467.0,1.0,103.0,8.0,9.0,1152.0,364.0,0.0,27.0,2.0,1112.0,4.0,653.0,2063.0,1456.0,1545.0,29.0,161.0,1521.0,1370.0,419.0,1564.0,1707.0,465.0,766.0,1149.0,977.0,68.45
95,서울관악경찰서,2019,0.0,0.0,1655.0,3165.0,2.0,39.0,0.0,135.0,0.0,0.0,39.0,312.0,809.0,315.0,1.0,90.0,13.0,9.0,1044.0,382.0,1.0,27.0,3.0,1197.0,1.0,831.0,2166.0,1544.0,1325.0,128.0,223.0,1779.0,1115.0,450.0,1340.0,1854.0,595.0,640.0,885.0,1061.0,66.6
96,서울광진경찰서,2019,1.0,0.0,1323.0,2097.0,1.0,19.0,0.0,52.0,0.0,0.0,39.0,253.0,524.0,269.0,0.0,68.0,2.0,6.0,736.0,278.0,1.0,19.0,0.0,958.0,5.0,413.0,1407.0,1077.0,1048.0,15.0,211.0,1153.0,826.0,269.0,1058.0,1044.0,374.0,540.0,808.0,766.0,69.5
97,서울구로경찰서,2019,1.0,0.0,1879.0,1950.0,1.0,30.0,0.0,40.0,0.0,1.0,10.0,239.0,733.0,183.0,0.0,33.0,5.0,11.0,793.0,238.0,1.0,20.0,0.0,1141.0,0.0,515.0,1660.0,1183.0,1069.0,34.0,161.0,1140.0,1119.0,375.0,1083.0,1350.0,277.0,535.0,913.0,837.0,67.55
98,서울금천경찰서,2019,0.0,1.0,934.0,2099.0,1.0,16.0,0.0,106.0,0.0,1.0,8.0,179.0,746.0,170.0,1.0,68.0,3.0,14.0,748.0,168.0,0.0,30.0,1.0,575.0,0.0,463.0,1388.0,803.0,975.0,16.0,105.0,878.0,912.0,270.0,985.0,1198.0,224.0,433.0,676.0,635.0,66.44999999999999
99,서울남대문경찰서,2019,0.0,0.0,761.0,965.0,0.0,14.0,0.0,14.0,0.0,0.0,10.0,114.0,342.0,133.0,0.0,16.0,1.0,5.0,528.0,73.0,0.0,19.0,0.0,362.0,1.0,170.0,753.0,547.0,464.0,2.0,87.0,605.0,479.0,111.0,480.0,601.0,49.0,280.0,547.0,287.0,72.0
100,서울노원경찰서,2019,0.0,13.0,1352.0,1893.0,0.0,25.0,0.0,98.0,0.0,1.0,25.0,290.0,600.0,173.0,0.0,22.0,3.0,2.0,847.0,250.0,3.0,42.0,1.0,841.0,2.0,331.0,1404.0,1076.0,927.0,34.0,240.0,887.0,983.0,327.0,936.0,1540.0,245.0,379.0,591.0,652.0,72.95
101,서울도봉경찰서,2019,1.0,2.0,692.0,1306.0,1.0,17.0,0.0,40.0,0.0,1.0,31.0,153.0,423.0,78.0,0.0,50.0,5.0,2.0,551.0,163.0,0.0,29.0,1.0,462.0,1.0,173.0,857.0,642.0,592.0,15.0,116.0,549.0,582.0,234.0,595.0,874.0,146.0,263.0,428.0,380.0,71.5
102,서울동대문경찰서,2019,0.0,0.0,1340.0,1818.0,0.0,29.0,0.0,119.0,0.0,1.0,21.0,235.0,521.0,219.0,0.0,89.0,8.0,7.0,776.0,221.0,1.0,39.0,3.0,739.0,3.0,467.0,1468.0,916.0,944.0,25.0,149.0,943.0,881.0,383.0,947.0,962.0,318.0,565.0,781.0,702.0,70.3
103,서울동작경찰서,2019,0.0,2.0,1095.0,1455.0,2.0,27.0,0.0,45.0,0.0,0.0,57.0,172.0,437.0,160.0,0.0,32.0,6.0,7.0,655.0,151.0,0.0,21.0,1.0,790.0,2.0,249.0,1100.0,936.0,647.0,19.0,129.0,945.0,663.0,274.0,653.0,857.0,221.0,368.0,692.0,545.0,70.25
104,서울마포경찰서,2019,0.0,1.0,1467.0,2603.0,0.0,24.0,0.0,63.0,0.0,0.0,14.0,244.0,799.0,488.0,0.0,84.0,14.0,7.0,725.0,260.0,0.0,21.0,2.0,972.0,3.0,553.0,1615.0,1169.0,1388.0,24.0,218.0,1418.0,821.0,278.0,1413.0,1358.0,461.0,558.0,962.0,833.0,74.05000000000003
105,서울방배경찰서,2019,0.0,0.0,545.0,763.0,1.0,9.0,0.0,13.0,0.0,0.0,5.0,65.0,274.0,64.0,1.0,135.0,0.0,3.0,333.0,51.0,0.0,5.0,0.0,324.0,0.0,81.0,549.0,411.0,376.0,7.0,62.0,405.0,341.0,141.0,380.0,475.0,79.0,219.0,328.0,235.0,75.94999999999997
106,서울서대문경찰서,2019,0.0,3.0,989.0,1917.0,0.0,12.0,0.0,39.0,0.0,0.0,29.0,176.0,389.0,217.0,0.0,38.0,13.0,3.0,710.0,169.0,2.0,70.0,0.0,901.0,2.0,299.0,1166.0,1049.0,774.0,19.0,216.0,1041.0,663.0,271.0,779.0,1190.0,231.0,388.0,569.0,611.0,71.65
107,서울서부경찰서,2019,0.0,0.0,478.0,674.0,0.0,9.0,0.0,8.0,0.0,0.0,2.0,74.0,183.0,57.0,1.0,8.0,5.0,4.0,242.0,93.0,0.0,13.0,1.0,323.0,0.0,167.0,531.0,357.0,283.0,11.0,62.0,328.0,346.0,137.0,287.0,411.0,109.0,159.0,224.0,268.0,69.85
108,서울서초경찰서,2019,1.0,1.0,1567.0,2934.0,1.0,28.0,0.0,50.0,0.0,0.0,9.0,312.0,1318.0,325.0,0.0,26.0,4.0,12.0,580.0,285.0,0.0,27.0,1.0,1257.0,5.0,439.0,1916.0,1321.0,1354.0,16.0,184.0,1487.0,1111.0,412.0,1381.0,1735.0,385.0,729.0,987.0,755.0,76.15
109,서울성동경찰서,2019,2.0,0.0,858.0,1700.0,0.0,12.0,0.0,37.0,0.0,0.0,11.0,162.0,508.0,152.0,3.0,20.0,4.0,4.0,748.0,116.0,2.0,19.0,0.0,614.0,1.0,267.0,1135.0,814.0,671.0,13.0,119.0,889.0,689.0,233.0,677.0,1154.0,157.0,342.0,541.0,426.0,72.3
110,서울성북경찰서,2019,0.0,0.0,594.0,946.0,0.0,3.0,0.0,21.0,0.0,0.0,6.0,93.0,248.0,124.0,0.0,34.0,2.0,1.0,449.0,105.0,0.0,5.0,2.0,386.0,3.0,118.0,597.0,578.0,395.0,19.0,103.0,513.0,382.0,151.0,402.0,683.0,104.0,218.0,339.0,226.0,73.3
111,서울송파경찰서,2019,0.0,1.0,2444.0,3288.0,0.0,50.0,0.0,55.0,0.0,0.0,65.0,313.0,1185.0,296.0,2.0,141.0,9.0,12.0,1186.0,384.0,0.0,24.0,2.0,1723.0,3.0,623.0,2534.0,1771.0,1598.0,34.0,258.0,1861.0,1568.0,576.0,1606.0,2323.0,487.0,710.0,1192.0,1191.0,76.35
112,서울수서경찰서,2019,1.0,4.0,984.0,2393.0,0.0,17.0,0.0,22.0,0.0,1.0,12.0,207.0,1038.0,174.0,1.0,47.0,24.0,1.0,897.0,173.0,0.0,23.0,3.0,605.0,3.0,238.0,1390.0,1101.0,943.0,16.0,147.0,983.0,932.0,400.0,956.0,1685.0,216.0,405.0,645.0,483.0,75.35
113,서울양천경찰서,2019,0.0,0.0,1029.0,1623.0,0.0,19.0,0.0,45.0,0.0,0.0,32.0,171.0,571.0,155.0,1.0,8.0,4.0,7.0,729.0,178.0,2.0,26.0,2.0,554.0,0.0,340.0,1082.0,888.0,778.0,25.0,125.0,701.0,805.0,301.0,791.0,965.0,201.0,429.0,626.0,527.0,72.35
114,서울영등포경찰서,2019,0.0,1.0,2160.0,2842.0,0.0,29.0,1.0,30.0,0.0,0.0,29.0,336.0,775.0,335.0,1.0,55.0,5.0,12.0,909.0,231.0,0.0,23.0,3.0,1613.0,3.0,791.0,2291.0,1475.0,1326.0,27.0,197.0,1718.0,1315.0,500.0,1335.0,1613.0,379.0,760.0,1210.0,1130.0,69.6
115,서울용산경찰서,2019,1.0,0.0,1025.0,1904.0,0.0,17.0,0.0,52.0,0.0,0.0,9.0,164.0,534.0,275.0,0.0,71.0,10.0,9.0,436.0,179.0,0.0,32.0,2.0,806.0,4.0,486.0,1191.0,862.0,955.0,15.0,98.0,1084.0,618.0,218.0,975.0,998.0,356.0,421.0,707.0,526.0,76.05
116,서울은평경찰서,2019,1.0,1.0,795.0,1174.0,2.0,14.0,0.0,95.0,0.0,0.0,12.0,110.0,253.0,105.0,1.0,68.0,2.0,2.0,560.0,113.0,0.0,28.0,0.0,562.0,0.0,290.0,899.0,672.0,523.0,18.0,151.0,668.0,553.0,178.0,526.0,741.0,188.0,273.0,472.0,420.0,69.8
117,서울종로경찰서,2019,1.0,3.0,870.0,903.0,0.0,11.0,0.0,51.0,1.0,0.0,13.0,85.0,341.0,121.0,0.0,139.0,5.0,5.0,276.0,127.0,0.0,5.0,0.0,431.0,4.0,314.0,820.0,445.0,588.0,3.0,40.0,512.0,516.0,189.0,593.0,522.0,127.0,253.0,487.0,464.0,75.6
118,서울종암경찰서,2019,0.0,0.0,497.0,885.0,0.0,14.0,0.0,10.0,0.0,0.0,3.0,114.0,222.0,149.0,0.0,27.0,3.0,6.0,305.0,94.0,0.0,11.0,0.0,323.0,1.0,154.0,542.0,419.0,448.0,11.0,66.0,343.0,367.0,174.0,448.0,472.0,84.0,252.0,337.0,264.0,69.75
119,서울중랑경찰서,2019,1.0,0.0,1417.0,1816.0,0.0,31.0,0.0,123.0,0.0,1.0,26.0,184.0,482.0,237.0,0.0,74.0,15.0,11.0,595.0,274.0,0.0,29.0,0.0,992.0,1.0,521.0,1365.0,1076.0,974.0,22.0,181.0,895.0,983.0,348.0,986.0,1057.0,350.0,513.0,691.0,804.0,66.30000000000001
120,서울중부경찰서,2019,0.0,0.0,1017.0,1352.0,0.0,24.0,0.0,65.0,0.0,0.0,12.0,125.0,333.0,139.0,0.0,88.0,4.0,2.0,679.0,152.0,0.0,16.0,1.0,649.0,2.0,280.0,1070.0,724.0,676.0,6.0,140.0,899.0,538.0,200.0,687.0,872.0,159.0,368.0,603.0,468.0,68.15
121,서울혜화경찰서,2019,1.0,0.0,700.0,1100.0,1.0,16.0,0.0,18.0,0.0,0.0,12.0,100.0,257.0,94.0,0.0,172.0,21.0,0.0,446.0,142.0,0.0,22.0,0.0,352.0,2.0,240.0,693.0,505.0,650.0,2.0,83.0,500.0,424.0,185.0,654.0,535.0,115.0,290.0,573.0,335.0,66.4
122,충남세종경찰서,2019,0.0,0.0,241.0,1376.0,1.0,1.0,0.0,36.0,0.0,0.0,5.0,143.0,353.0,55.0,0.0,3.0,1.0,0.0,617.0,114.0,0.0,12.0,1.0,291.0,3.0,67.0,749.0,490.0,421.0,15.0,95.0,489.0,519.0,119.0,423.0,858.0,62.0,200.0,295.0,245.0,72.95
