관할서,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0_12세,vic_age_10대,vic_age_2_30대,vic_age_4_50대,vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,전반적_발생수,전반적_검거수,전반적_검거율,화재건수,화재_사망,화재_부상,화재_인명피해_계,화재_부동산피해_천원,화재_동산피해_천원,화재_재산피해_천원,화재_재산피해_건당천원,cctv_개수,공원_개수,배치인원_수,보안등_개수,비상벨_개수,유흥업소_개수,일인가구수,자살건수,자살_사망률_10만명당,자살_연령표준화사망률_10만명당,총_인구수,기초수급_19세이하,기초수급_20_34세,기초수급_35_59세,기초수급_60세이상,기초수급_총합,외국인수,score_전반
서울혜화경찰서,2017,10.0,6.0,3535.0,1526.0,2.0,96.0,0.0,80.0,0.0,0.0,67.0,120.0,616.0,342.0,1.0,451.0,26.0,37.0,356.0,213.0,0.0,144.0,1.0,1878.0,6.0,1131.0,2360.0,1331.0,1631.0,16.0,180.0,1469.0,1466.0,562.0,1629.0,853.0,545.0,937.0,1607.0,1380.0,14642,11970,0.818,234.0,1,3.0,4.0,193128.0,884537.0,1077665.0,4605.0,784,13,213,4256,24.0,143,39053.0,12,15.9,12.4,77492,5135,1361,8423,14194,29113,8717,74.75
충남세종경찰서,2017,13.0,0.0,1954.0,2585.0,1.0,59.0,3.0,124.0,0.0,1.0,78.0,231.0,949.0,252.0,1.0,289.0,42.0,66.0,463.0,625.0,0.0,39.0,0.0,1771.0,3.0,87.0,2423.0,1296.0,1099.0,72.0,250.0,1397.0,1558.0,419.0,1122.0,1235.0,441.0,825.0,1082.0,1235.0,13602,11186,0.8220000000000001,316.0,2,8.0,10.0,1687347.0,2351765.0,4039112.0,12782.0,2527,88,178,10410,39.0,66,31472.0,9,6.9,6.6,276589,9233,2033,8207,11006,30479,6761,75.15
경기수원남부경찰서,2018,43.0,0.0,10971.0,5707.0,0.0,285.0,0.0,713.0,0.0,0.0,127.0,345.0,1742.0,712.0,6.0,2514.0,90.0,115.0,1872.0,1294.0,0.0,234.0,1.0,7623.0,18.0,1280.0,7749.0,4576.0,5521.0,136.0,1081.0,5841.0,4299.0,974.0,5515.0,4683.0,3341.0,2376.0,2879.0,4567.0,11826,11491,0.972,116.0,1,8.0,9.0,615924.0,810377.0,1426301.0,16755.0,4719,148,395,3671,30.0,223,57117.0,15,8.6,8.5,499358,54994,14146,63160,82665,214965,15884,72.7
경기수원서부경찰서,2018,31.0,0.0,4900.0,4357.0,0.0,178.0,1.0,145.0,0.0,0.0,187.0,229.0,1205.0,368.0,1.0,370.0,57.0,52.0,895.0,821.0,0.0,116.0,2.0,4822.0,9.0,852.0,5048.0,2987.0,1764.0,95.0,715.0,3362.0,3034.0,782.0,1811.0,1996.0,1227.0,1496.0,2295.0,2785.0,11164,9277,0.831,135.0,0,24.0,24.0,1347730.0,1099781.0,2447511.0,24691.0,2919,102,258,3961,28.0,79,29804.0,49,18.55,16.65,299424,54994,14146,63160,82665,214965,26522,71.05000000000003
경기수원중부경찰서,2018,17.0,2.0,7672.0,4699.0,1.0,219.0,0.0,271.0,0.0,0.0,97.0,260.0,1113.0,764.0,4.0,1366.0,63.0,164.0,1437.0,875.0,1.0,155.0,0.0,5477.0,7.0,1292.0,5903.0,3845.0,3230.0,111.0,814.0,3482.0,4093.0,1240.0,3238.0,2861.0,1583.0,2031.0,2882.0,3621.0,10311,8368,0.812,119.0,0,10.0,10.0,516852.0,543848.0,1060700.0,12500.0,4447,96,333,6736,21.0,157,42710.0,23,16.1,12.9,402384,54994,14146,63160,82665,214965,21525,70.69999999999997
경남마산동부경찰서,2018,1.0,27.0,2808.0,2165.0,1.0,78.0,0.0,99.0,0.0,1.0,32.0,188.0,729.0,388.0,2.0,383.0,59.0,14.0,656.0,307.0,0.0,41.0,0.0,2074.0,3.0,368.0,2450.0,1481.0,1281.0,35.0,282.0,1358.0,1657.0,603.0,1277.0,1317.0,663.0,766.0,1067.0,1399.0,8460,7900,0.934,76.0,2,4.0,6.0,148990.0,109214.0,258204.0,3397.0,1218,65,185,5647,11.0,337,20069.0,15,15.1,13.4,197683,76386,17619,86290,108663,288958,4234,72.19999999999997
경남마산중부경찰서,2018,0.0,26.0,2283.0,1677.0,2.0,75.0,0.0,79.0,0.0,2.0,79.0,122.0,531.0,367.0,1.0,440.0,115.0,58.0,389.0,321.0,0.0,56.0,0.0,1628.0,3.0,192.0,1815.0,1196.0,1212.0,32.0,145.0,891.0,1374.0,569.0,1212.0,999.0,643.0,584.0,872.0,1125.0,12401,9400,0.758,105.0,0,2.0,2.0,236060.0,209335.0,445395.0,4242.0,913,55,142,6843,13.0,487,21903.0,14,15.6,16.5,197683,76386,17619,86290,108663,288958,3580,72.85
경남진주경찰서,2018,0.0,0.0,4704.0,3677.0,0.0,106.0,0.0,153.0,0.0,1.0,128.0,267.0,1321.0,313.0,7.0,698.0,475.0,46.0,1211.0,808.0,0.0,72.0,0.0,3131.0,16.0,404.0,4182.0,2393.0,2194.0,68.0,515.0,2401.0,2521.0,1084.0,2180.0,2768.0,1014.0,1111.0,1453.0,2423.0,11835,9244,0.7809999999999999,234.0,0,2.0,2.0,591462.0,603250.0,1194712.0,5106.0,2709,127,289,6153,40.0,370,42140.0,24,13.8,9.6,352333,38161,9848,44325,46154,138488,8855,73.4
경남진해경찰서,2018,0.0,0.0,2249.0,1749.0,0.0,59.0,0.0,12.0,0.0,1.0,18.0,174.0,605.0,171.0,0.0,397.0,60.0,8.0,517.0,336.0,0.0,35.0,0.0,1634.0,3.0,148.0,1777.0,1058.0,1253.0,43.0,188.0,1000.0,1239.0,359.0,1259.0,972.0,510.0,777.0,682.0,1147.0,9921,8966,0.904,132.0,0,3.0,3.0,188324.0,767869.0,956193.0,7244.0,1142,106,137,3218,39.0,304,19964.0,12,12.8,12.3,190276,76386,17619,86290,108663,288958,5954,73.85
경남창원서부경찰서,2018,0.0,0.0,2925.0,2364.0,0.0,108.0,5.0,316.0,0.0,1.0,54.0,161.0,663.0,191.0,0.0,753.0,127.0,22.0,784.0,570.0,0.0,58.0,1.0,2157.0,4.0,282.0,2571.0,1588.0,1614.0,35.0,263.0,1389.0,1981.0,483.0,1622.0,1540.0,690.0,818.0,1131.0,1594.0,9524,7638,0.802,157.0,0,4.0,4.0,464360.0,739830.0,1204190.0,7670.0,1050,140,155,6078,11.0,332,21387.0,17,13.7,12.2,184502,76386,17619,86290,108663,288958,4523,71.6
경남창원중부경찰서,2018,0.0,0.0,3290.0,3567.0,1.0,102.0,0.0,313.0,0.0,0.0,36.0,226.0,1127.0,423.0,0.0,545.0,213.0,4.0,986.0,514.0,0.0,57.0,0.0,2915.0,4.0,295.0,3456.0,1998.0,1855.0,40.0,408.0,2339.0,2164.0,502.0,1856.0,2052.0,945.0,1195.0,1292.0,1825.0,9579,7599,0.7929999999999999,104.0,0,6.0,6.0,93472.0,191939.0,285411.0,2744.0,1429,136,201,2895,21.0,566,27203.0,18,16.2,15.4,295731,76386,17619,86290,108663,288958,8536,73.55000000000003
서울강남경찰서,2018,16.0,4.0,6624.0,9061.0,1.0,201.0,0.0,388.0,1.0,2.0,258.0,365.0,3732.0,1284.0,4.0,1206.0,308.0,58.0,1676.0,596.0,0.0,184.0,4.0,6010.0,35.0,1094.0,7323.0,5032.0,4201.0,20.0,607.0,6549.0,3901.0,1116.0,4363.0,5296.0,2451.0,2804.0,2860.0,3145.0,7097,6810,0.96,436.0,0,23.0,23.0,670429.0,954554.0,1624983.0,3727.0,3095,24,421,5031,604.0,297,45774.0,54,19.3,18.4,324936,23317,12601,36713,53373,126004,7760,76.15
서울강동경찰서,2018,18.0,3.0,5790.0,3365.0,2.0,161.0,0.0,228.0,0.0,2.0,131.0,286.0,1270.0,349.0,3.0,270.0,13.0,75.0,1064.0,508.0,1.0,56.0,2.0,4151.0,1.0,1651.0,4897.0,2997.0,1806.0,78.0,524.0,2926.0,3167.0,1190.0,1815.0,2141.0,1311.0,1581.0,2087.0,2580.0,5036,3530,0.701,324.0,4,15.0,19.0,236181.0,304444.0,540625.0,1669.0,2619,72,393,7505,1.0,213,42126.0,28,13.0,11.6,414231,26182,8745,34526,41823,111276,8764,73.2
서울강북경찰서,2018,12.0,0.0,4600.0,2763.0,2.0,159.0,0.0,1050.0,0.0,2.0,305.0,208.0,1050.0,425.0,1.0,278.0,34.0,155.0,981.0,518.0,1.0,50.0,0.0,3575.0,3.0,1614.0,4513.0,2900.0,1480.0,65.0,602.0,2897.0,2792.0,1048.0,1489.0,1955.0,1516.0,1396.0,1834.0,2192.0,4539,3474,0.765,203.0,4,2.0,6.0,104658.0,112180.0,216838.0,1068.0,2299,41,347,8430,22.0,184,40872.0,26,16.1,13.9,309138,40657,14166,54794,69957,179574,7015,69.8
서울강서경찰서,2018,16.0,1.0,7231.0,6128.0,2.0,221.0,0.0,276.0,0.0,1.0,130.0,535.0,1984.0,1767.0,1.0,802.0,35.0,75.0,1661.0,756.0,0.0,80.0,2.0,4842.0,6.0,1460.0,6322.0,4179.0,3505.0,102.0,649.0,4245.0,4046.0,1440.0,3524.0,3221.0,1845.0,2357.0,2906.0,3677.0,4124,3710,0.9,383.0,2,18.0,20.0,196115.0,197286.0,393401.0,1027.0,2377,139,500,8573,766.0,289,73011.0,46,15.1,13.8,578539,43743,21221,76671,105084,246719,13192,72.85
서울관악경찰서,2018,11.0,0.0,6112.0,6541.0,22.0,215.0,0.0,527.0,0.0,1.0,173.0,472.0,1652.0,742.0,1.0,955.0,52.0,91.0,1388.0,803.0,0.0,73.0,0.0,5278.0,11.0,2084.0,6395.0,4012.0,3195.0,219.0,696.0,4939.0,3184.0,1362.0,3202.0,3053.0,2175.0,2065.0,2820.0,3489.0,11336,9638,0.85,337.0,1,20.0,21.0,395475.0,421087.0,816562.0,2423.0,4825,78,493,11882,890.0,272,112733.0,34,13.8,12.0,510303,30517,14156,48673,63013,156359,30267,70.25
서울광진경찰서,2018,8.0,2.0,5101.0,4606.0,0.0,155.0,0.0,332.0,0.0,0.0,107.0,364.0,1297.0,650.0,3.0,730.0,66.0,31.0,1014.0,516.0,0.0,52.0,2.0,4367.0,14.0,1205.0,4771.0,3068.0,2472.0,65.0,705.0,3509.0,2692.0,853.0,2487.0,2115.0,1584.0,1740.0,2121.0,2751.0,10499,8673,0.826,203.0,0,7.0,7.0,315690.0,342495.0,658185.0,3242.0,6459,34,380,9132,1449.0,93,56337.0,23,12.8,11.5,362304,25059,7424,28059,32091,92633,22554,72.5
서울구로경찰서,2018,17.0,0.0,7011.0,4059.0,2.0,244.0,0.0,339.0,0.0,1.0,162.0,363.0,1685.0,702.0,1.0,290.0,48.0,63.0,942.0,678.0,1.0,77.0,0.0,5527.0,6.0,1452.0,5854.0,3543.0,2438.0,102.0,547.0,3555.0,3810.0,1349.0,2472.0,2735.0,1323.0,1814.0,2724.0,3239.0,9062,8668,0.9570000000000001,263.0,2,3.0,5.0,74308.0,165019.0,239327.0,910.0,3659,45,395,7816,722.0,107,44151.0,32,15.7,14.0,433765,22181,6584,26635,39943,95343,54089,69.6
서울금천경찰서,2018,9.0,0.0,4640.0,4354.0,3.0,130.0,0.0,363.0,1.0,2.0,77.0,249.0,1618.0,593.0,0.0,564.0,42.0,69.0,930.0,431.0,1.0,65.0,0.0,3459.0,9.0,1549.0,4451.0,2523.0,2605.0,55.0,391.0,2654.0,2956.0,907.0,2616.0,2138.0,1162.0,1572.0,2172.0,2535.0,6198,5747,0.927,168.0,0,8.0,8.0,55351.0,148455.0,203806.0,1213.0,4226,50,274,6260,511.0,118,34564.0,19,16.7,12.0,249344,23773,8196,33613,42754,108336,32556,67.85
서울남대문경찰서,2018,2.0,0.0,2565.0,1690.0,0.0,92.0,0.0,102.0,0.0,0.0,88.0,184.0,807.0,244.0,0.0,110.0,26.0,88.0,518.0,162.0,0.0,16.0,0.0,1732.0,5.0,647.0,2206.0,1491.0,842.0,7.0,116.0,1646.0,1449.0,462.0,859.0,890.0,295.0,819.0,1471.0,1064.0,6123,5391,0.88,275.0,0,23.0,23.0,558830.0,698175.0,1257005.0,4571.0,725,16,186,1137,161.0,88,3473.0,7,11.4,9.7,75988,7397,2133,13901,23622,47053,2450,74.0
서울노원경찰서,2018,19.0,6.0,5584.0,4063.0,1.0,209.0,4.0,374.0,0.0,2.0,237.0,362.0,1253.0,721.0,1.0,366.0,11.0,86.0,1395.0,695.0,1.0,175.0,1.0,4410.0,6.0,1016.0,5003.0,3306.0,2190.0,124.0,866.0,3020.0,3136.0,1154.0,2199.0,2699.0,1412.0,1525.0,2238.0,2625.0,4957,4961,1.001,229.0,2,10.0,12.0,105994.0,225006.0,331000.0,1445.0,1998,167,415,4078,61.0,63,51280.0,43,15.4,12.5,534096,53212,27256,90159,114484,285111,7697,74.19999999999997
서울도봉경찰서,2018,6.0,11.0,3118.0,2631.0,1.0,111.0,0.0,78.0,0.0,0.0,167.0,240.0,1047.0,339.0,1.0,179.0,33.0,124.0,766.0,409.0,1.0,101.0,1.0,2261.0,4.0,617.0,2902.0,1951.0,1270.0,75.0,335.0,1626.0,2032.0,779.0,1276.0,1689.0,672.0,960.0,1304.0,1498.0,10864,9697,0.893,237.0,0,8.0,8.0,85113.0,116385.0,201498.0,850.0,10,71,273,6337,622.0,68,30848.0,24,13.9,14.3,328243,35606,10465,36914,43336,126321,4560,74.3
서울동대문경찰서,2018,11.0,0.0,5690.0,3604.0,6.0,176.0,0.0,436.0,0.0,3.0,166.0,414.0,1399.0,960.0,1.0,328.0,62.0,44.0,1137.0,494.0,0.0,172.0,0.0,3709.0,2.0,1370.0,5151.0,2896.0,2045.0,69.0,521.0,2972.0,3076.0,1403.0,2051.0,2036.0,1215.0,1844.0,2422.0,2575.0,10092,8668,0.8590000000000001,203.0,1,3.0,4.0,179873.0,529614.0,709487.0,3495.0,26,14,429,10730,2.0,150,55593.0,29,16.9,13.8,358141,26725,8825,39066,60913,135529,22318,71.35
서울동작경찰서,2018,14.0,3.0,4295.0,3398.0,0.0,206.0,0.0,147.0,0.0,1.0,205.0,292.0,1190.0,474.0,0.0,243.0,15.0,180.0,851.0,453.0,1.0,58.0,3.0,3546.0,1.0,962.0,4035.0,2809.0,1425.0,65.0,484.0,3032.0,2257.0,992.0,1439.0,1748.0,998.0,1482.0,1881.0,2160.0,8307,8260,0.9940000000000001,205.0,4,9.0,13.0,103520.0,209405.0,312925.0,1526.0,2033,53,353,8848,891.0,83,56872.0,28,14.0,12.0,397980,19659,7501,27251,39287,93698,19970,73.65
서울마포경찰서,2018,20.0,2.0,7156.0,6356.0,0.0,163.0,1.0,170.0,0.0,0.0,90.0,363.0,1774.0,848.0,0.0,1003.0,58.0,145.0,1234.0,766.0,1.0,73.0,1.0,5765.0,15.0,1912.0,6342.0,4284.0,3332.0,62.0,993.0,5526.0,3013.0,991.0,3373.0,2837.0,2925.0,2149.0,2858.0,3189.0,8687,6882,0.792,254.0,2,4.0,6.0,132459.0,150525.0,282984.0,1114.0,2317,82,458,7628,710.0,121,56837.0,27,14.0,12.5,368181,16051,8078,25907,37847,87883,14746,73.94999999999997
서울방배경찰서,2018,5.0,0.0,2338.0,1610.0,1.0,68.0,0.0,59.0,0.0,0.0,24.0,141.0,646.0,291.0,1.0,563.0,8.0,40.0,505.0,152.0,0.0,8.0,1.0,1478.0,1.0,270.0,1795.0,1126.0,1184.0,26.0,205.0,1136.0,1109.0,435.0,1194.0,1015.0,426.0,743.0,966.0,955.0,8269,6764,0.818,242.0,0,15.0,15.0,201149.0,646918.0,848067.0,3504.0,2691,25,141,3231,2.0,24,10750.0,26,11.6,10.5,136831,13609,5693,16649,21707,57658,2488,80.19999999999997
서울서대문경찰서,2018,6.0,33.0,4313.0,3377.0,1.0,117.0,1.0,135.0,0.0,0.0,200.0,228.0,943.0,354.0,0.0,295.0,57.0,149.0,1238.0,458.0,0.0,41.0,0.0,3505.0,4.0,911.0,3866.0,2779.0,1538.0,56.0,568.0,2960.0,2141.0,919.0,1539.0,1974.0,1029.0,1325.0,1851.0,2004.0,7370,6752,0.9159999999999999,229.0,4,9.0,13.0,236471.0,7641030.0,7877501.0,34400.0,2938,58,322,6938,356.0,75,44795.0,23,14.6,11.2,318874,22177,6467,23246,35914,87804,16065,73.05
서울서부경찰서,2018,2.0,4.0,2026.0,1304.0,1.0,61.0,0.0,99.0,0.0,0.0,28.0,116.0,476.0,156.0,0.0,121.0,9.0,69.0,325.0,234.0,0.0,54.0,0.0,1415.0,0.0,550.0,1730.0,1102.0,693.0,28.0,227.0,995.0,1098.0,480.0,697.0,726.0,456.0,611.0,782.0,950.0,14706,11261,0.7659999999999999,214.0,5,10.0,15.0,217662.0,201841.0,419503.0,1960.0,1870,46,221,3546,191.0,96,21874.0,39,15.9,13.4,185584,48561,15383,52463,71341,187748,3559,71.95
서울서초경찰서,2018,13.0,0.0,6101.0,6186.0,2.0,187.0,0.0,254.0,0.0,3.0,88.0,472.0,3303.0,384.0,0.0,331.0,29.0,165.0,832.0,599.0,3.0,75.0,3.0,5346.0,15.0,1277.0,6224.0,3981.0,2629.0,62.0,518.0,4767.0,3631.0,1197.0,2659.0,3454.0,1517.0,2489.0,2791.0,2583.0,13958,10874,0.779,242.0,0,15.0,15.0,201149.0,646918.0,848067.0,3504.0,4237,88,339,4405,1.0,115,30613.0,26,11.6,10.5,297120,13609,5693,16649,21707,57658,6224,79.25
서울성동경찰서,2018,9.0,0.0,4104.0,2926.0,1.0,137.0,0.0,153.0,0.0,1.0,188.0,269.0,1172.0,345.0,3.0,399.0,14.0,65.0,772.0,339.0,0.0,69.0,0.0,3139.0,5.0,928.0,3630.0,2215.0,1674.0,45.0,377.0,2616.0,2090.0,708.0,1683.0,1925.0,903.0,1296.0,1641.0,1754.0,10474,9630,0.919,212.0,0,12.0,12.0,162939.0,453146.0,616085.0,2906.0,3241,54,320,6228,751.0,62,40706.0,21,13.7,12.2,306796,17742,6463,25887,34515,84607,13555,73.5
서울성북경찰서,2018,8.0,7.0,2805.0,1651.0,2.0,105.0,0.0,167.0,0.0,0.0,49.0,118.0,580.0,252.0,0.0,247.0,18.0,104.0,550.0,275.0,0.0,25.0,4.0,2109.0,1.0,511.0,2348.0,1590.0,856.0,62.0,372.0,1730.0,1266.0,506.0,858.0,1102.0,634.0,795.0,1081.0,1182.0,3845,3345,0.87,215.0,0,10.0,10.0,184258.0,303307.0,487565.0,2268.0,2015,29,252,7048,482.0,36,34379.0,35,15.8,13.6,255090,34363,11267,40341,57460,143431,10021,72.75
서울송파경찰서,2018,15.0,0.0,10367.0,6036.0,6.0,293.0,0.0,393.0,0.0,2.0,260.0,450.0,2649.0,934.0,3.0,641.0,46.0,107.0,1594.0,888.0,0.0,70.0,3.0,8069.0,8.0,1910.0,8476.0,5393.0,3503.0,170.0,918.0,5771.0,5170.0,1805.0,3538.0,4344.0,2179.0,2790.0,3813.0,4246.0,4105,3392,0.826,340.0,0,28.0,28.0,390994.0,579257.0,970251.0,2854.0,2096,140,538,8817,834.0,241,63451.0,34,10.1,9.3,638167,31969,10612,33782,40033,116396,13112,75.4
서울수서경찰서,2018,11.0,0.0,3916.0,5630.0,1.0,116.0,0.0,200.0,0.0,3.0,63.0,332.0,2692.0,529.0,1.0,265.0,22.0,65.0,1156.0,383.0,0.0,58.0,1.0,3485.0,6.0,945.0,4825.0,2978.0,2137.0,56.0,405.0,3242.0,2991.0,1073.0,2173.0,3157.0,919.0,1645.0,2062.0,2157.0,2938,3062,1.042,436.0,0,23.0,23.0,670429.0,954554.0,1624983.0,3727.0,3124,70,312,3031,696.0,115,20383.0,54,19.3,18.4,217428,23317,12601,36713,53373,126004,2846,77.69999999999997
서울양천경찰서,2018,18.0,1.0,5224.0,3533.0,1.0,204.0,1.0,234.0,0.0,0.0,133.0,276.0,1255.0,655.0,0.0,287.0,63.0,70.0,1010.0,521.0,1.0,54.0,3.0,4174.0,9.0,971.0,4497.0,2925.0,1927.0,121.0,621.0,2486.0,3067.0,1118.0,1936.0,1827.0,1086.0,1698.0,2231.0,2507.0,8715,7231,0.83,219.0,1,11.0,12.0,136819.0,220750.0,357569.0,1633.0,2921,95,376,7113,624.0,72,34304.0,22,9.4,7.6,445591,34353,9758,35547,46213,125871,8418,75.85
서울영등포경찰서,2018,11.0,0.0,9066.0,6341.0,2.0,195.0,0.0,140.0,0.0,6.0,73.0,373.0,2147.0,927.0,1.0,974.0,111.0,99.0,1099.0,664.0,0.0,72.0,1.0,7256.0,12.0,2098.0,8087.0,4433.0,3314.0,126.0,684.0,5128.0,4848.0,1718.0,3330.0,3156.0,1866.0,2740.0,3579.0,4493.0,8183,6874,0.84,258.0,4,23.0,27.0,228065.0,476128.0,704193.0,2729.0,3775,44,513,7951,952.0,342,53477.0,25,13.8,12.6,395286,14291,4965,27787,42434,89477,56483,71.95
서울용산경찰서,2018,11.0,0.0,4606.0,3955.0,3.0,136.0,0.0,453.0,0.0,1.0,105.0,247.0,1182.0,695.0,0.0,404.0,15.0,96.0,842.0,486.0,0.0,44.0,1.0,3708.0,20.0,1530.0,4506.0,2730.0,2034.0,37.0,346.0,3699.0,2349.0,796.0,2043.0,1779.0,1881.0,1562.0,2033.0,2015.0,6799,6538,0.9620000000000001,211.0,1,6.0,7.0,123288.0,271615.0,394903.0,1872.0,2051,45,343,9980,996.0,122,34240.0,18,16.0,14.6,226938,12180,3455,21583,32765,69983,20841,74.19999999999997
서울은평경찰서,2018,6.0,15.0,3109.0,2006.0,9.0,111.0,0.0,725.0,0.0,0.0,50.0,160.0,734.0,489.0,0.0,378.0,14.0,110.0,641.0,295.0,0.0,48.0,0.0,2430.0,5.0,727.0,2683.0,1917.0,1431.0,53.0,388.0,1719.0,1724.0,706.0,1441.0,1285.0,998.0,931.0,1348.0,1469.0,3659,3722,1.0170000000000001,214.0,5,10.0,15.0,217662.0,201841.0,419503.0,1960.0,1796,54,203,4502,255.0,117,30414.0,39,15.9,13.4,297613,48561,15383,52463,71341,187748,5338,72.85
서울종로경찰서,2018,6.0,4.0,2757.0,2047.0,1.0,88.0,0.0,272.0,0.0,2.0,151.0,161.0,763.0,306.0,1.0,232.0,14.0,94.0,626.0,276.0,1.0,32.0,0.0,1925.0,7.0,890.0,2754.0,1472.0,1102.0,17.0,150.0,1763.0,1618.0,665.0,1115.0,1171.0,583.0,814.0,1249.0,1511.0,3525,3233,0.917,254.0,14,22.0,36.0,279955.0,294345.0,574300.0,2261.0,805,29,285,5259,68.0,150,34042.0,8,10.6,9.6,77077,6604,2155,12664,22408,43831,3395,76.3
서울종암경찰서,2018,6.0,0.0,2098.0,1425.0,0.0,93.0,0.0,92.0,0.0,0.0,54.0,96.0,438.0,219.0,1.0,102.0,11.0,152.0,298.0,277.0,0.0,38.0,0.0,1652.0,1.0,483.0,1825.0,1168.0,775.0,40.0,203.0,1042.0,1217.0,490.0,776.0,689.0,511.0,651.0,899.0,1018.0,3000,3453,1.151,215.0,0,10.0,10.0,184258.0,303307.0,487565.0,2268.0,1855,22,176,5751,442.0,21,23329.0,35,15.8,13.6,180778,34363,11267,40341,57460,143431,6752,70.94999999999997
서울중랑경찰서,2018,16.0,0.0,5695.0,3791.0,4.0,186.0,0.0,438.0,0.0,0.0,124.0,293.0,962.0,859.0,1.0,315.0,93.0,28.0,794.0,651.0,0.0,108.0,1.0,4603.0,6.0,1540.0,4994.0,3076.0,2184.0,93.0,595.0,2834.0,3283.0,1257.0,2192.0,2052.0,1446.0,1651.0,2263.0,2842.0,13360,9644,0.722,254.0,2,8.0,10.0,103281.0,98140.0,201421.0,793.0,4469,54,406,8132,1682.0,115,49207.0,26,12.9,10.1,391668,48897,12032,54011,67751,182691,9132,69.1
서울중부경찰서,2018,9.0,1.0,3627.0,1793.0,1.0,84.0,0.0,291.0,0.0,2.0,91.0,229.0,703.0,339.0,1.0,265.0,12.0,51.0,435.0,227.0,0.0,25.0,0.0,2715.0,4.0,893.0,2907.0,1776.0,1216.0,10.0,223.0,2058.0,1791.0,591.0,1226.0,1229.0,771.0,1031.0,1415.0,1453.0,12834,9718,0.757,275.0,0,23.0,23.0,558830.0,698175.0,1257005.0,4571.0,1563,14,236,4933,332.0,206,17884.0,7,11.4,9.7,102868,7397,2133,13901,23622,47053,10736,75.0
