관할서,연도,crm_wthr_눈,crm_wthr_만월,crm_wthr_맑음,crm_wthr_미상,crm_wthr_바람,crm_wthr_비,crm_wthr_안개,crm_wthr_암흑,crm_wthr_폭설,crm_wthr_폭풍우,crm_wthr_흐림,crm_clue_고발,crm_clue_고소,crm_clue_기타,crm_clue_변사체,crm_clue_불심검문,crm_clue_여죄,crm_clue_자수,crm_clue_진정,crm_clue_타인신고,crm_clue_탄원,crm_clue_탐문정보,crm_clue_투서,crm_clue_피해자신고,crm_clue_피해품발견,crm_clue_현행범,vic_sx_1,vic_sx_2,vic_sx_3,vic_age_0_12세,vic_age_10대,vic_age_2_30대,vic_age_4_50대,vic_age_60세초과,vic_age_미상,crm_tm_미상,crm_tm_새벽,crm_tm_오전,crm_tm_오후,crm_tm_저녁,전반적_발생수,전반적_검거수,전반적_검거율,화재건수,화재_사망,화재_부상,화재_인명피해_계,화재_부동산피해_천원,화재_동산피해_천원,화재_재산피해_천원,화재_재산피해_건당천원,cctv_개수,공원_개수,배치인원_수,보안등_개수,비상벨_개수,유흥업소_개수,일인가구수,자살건수,자살_사망률_10만명당,자살_연령표준화사망률_10만명당,총_인구수,기초수급_19세이하,기초수급_20_34세,기초수급_35_59세,기초수급_60세이상,기초수급_총합,외국인수,score_전반
서울혜화경찰서,2018,10.0,1.0,2879.0,1527.0,0.0,86.0,0.0,96.0,0.0,0.0,50.0,112.0,525.0,249.0,0.0,302.0,24.0,39.0,548.0,231.0,1.0,34.0,0.0,1755.0,2.0,827.0,2248.0,1375.0,1026.0,11.0,200.0,1411.0,1383.0,612.0,1032.0,905.0,464.0,745.0,1404.0,1131.0,10798,10642,0.986,254.0,14,22.0,36.0,279955.0,294345.0,574300.0,2261.0,784,13,213,4256,42.0,143,40058.0,8,10.6,9.6,75988,6604,2155,12664,22408,43831,9617,68.75
충남세종경찰서,2018,17.0,0.0,1864.0,2795.0,1.0,76.0,3.0,185.0,0.0,0.0,65.0,243.0,915.0,56.0,3.0,259.0,20.0,11.0,665.0,837.0,2.0,20.0,0.0,1869.0,2.0,104.0,2458.0,1391.0,1157.0,62.0,301.0,1382.0,1633.0,465.0,1163.0,1511.0,460.0,770.0,1053.0,1212.0,8559,6888,0.805,236.0,3,50.0,53.0,8548417.0,1773184.0,10321601.0,43736.0,2527,88,178,10410,39.0,66,35763.0,21,14.2,12.2,312374,13824,3147,12756,17874,47601,8187,74.85
경기수원남부경찰서,2019,7.0,3.0,9716.0,5586.0,0.0,238.0,0.0,475.0,0.0,2.0,121.0,237.0,1168.0,388.0,1.0,2092.0,173.0,60.0,2113.0,1315.0,0.0,189.0,2.0,7191.0,13.0,1206.0,7304.0,4348.0,4496.0,143.0,898.0,5884.0,3836.0,878.0,4509.0,3953.0,2919.0,2347.0,2805.0,4124.0,7519,6283,0.836,152.0,1,9.0,10.0,1329649.0,2179521.0,3509170.0,31093.0,4719,148,395,3671,79.0,223,61423.0,29,16.2,16.1,509352,51840,16442,72299,107942,248523,16482,74.5
경기수원서부경찰서,2019,6.0,0.0,4421.0,3688.0,1.0,108.0,2.0,337.0,0.0,1.0,163.0,159.0,833.0,310.0,3.0,477.0,44.0,27.0,722.0,780.0,0.0,40.0,2.0,4552.0,8.0,770.0,4348.0,2674.0,1705.0,73.0,600.0,2938.0,2590.0,795.0,1731.0,1607.0,1046.0,1444.0,1995.0,2635.0,6403,6089,0.951,164.0,0,16.0,16.0,503378.0,660681.0,1164059.0,9459.0,2919,102,258,3961,62.0,79,30996.0,61,20.75,17.85,294591,51840,16442,72299,107942,248523,27419,71.5
경기수원중부경찰서,2019,7.0,1.0,6374.0,3605.0,0.0,142.0,0.0,215.0,0.0,1.0,66.0,185.0,631.0,422.0,1.0,1013.0,88.0,155.0,1306.0,823.0,3.0,53.0,1.0,4661.0,5.0,1064.0,4691.0,3287.0,2433.0,132.0,588.0,2818.0,3312.0,1123.0,2438.0,2098.0,1302.0,1594.0,2332.0,3085.0,5115,4429,0.866,137.0,0,8.0,8.0,434748.0,428111.0,862859.0,8160.0,4447,96,333,6736,48.0,157,44304.0,20,14.4,13.2,390522,51840,16442,72299,107942,248523,22453,75.3
경남마산동부경찰서,2019,1.0,25.0,2085.0,2050.0,0.0,98.0,0.0,189.0,0.0,0.0,47.0,121.0,387.0,200.0,1.0,448.0,50.0,57.0,574.0,347.0,0.0,23.0,3.0,1935.0,3.0,346.0,1997.0,1382.0,1116.0,39.0,234.0,1270.0,1310.0,523.0,1119.0,1099.0,695.0,635.0,852.0,1214.0,4794,4164,0.8690000000000001,85.0,1,3.0,4.0,94566.0,125708.0,220274.0,2591.0,1218,65,185,5647,11.0,337,20331.0,15,15.5,18.8,192446,76041,21576,97938,139708,335263,4431,72.75
경남마산중부경찰서,2019,0.0,2.0,2095.0,1001.0,0.0,77.0,0.0,13.0,0.0,0.0,31.0,87.0,320.0,95.0,2.0,391.0,83.0,72.0,254.0,190.0,0.0,18.0,0.0,1540.0,4.0,163.0,1405.0,959.0,855.0,23.0,124.0,633.0,1058.0,523.0,858.0,604.0,463.0,548.0,711.0,893.0,3732,3871,1.037,129.0,1,4.0,5.0,246655.0,979273.0,1225928.0,9503.0,913,55,142,6843,13.0,487,23383.0,10,11.2,11.7,192446,76041,21576,97938,139708,335263,3897,75.3
경남진주경찰서,2019,0.0,0.0,3949.0,2689.0,0.0,110.0,3.0,150.0,0.0,1.0,28.0,191.0,821.0,250.0,1.0,575.0,214.0,43.0,831.0,707.0,1.0,49.0,0.0,2823.0,1.0,423.0,3148.0,2031.0,1751.0,51.0,410.0,1783.0,2102.0,831.0,1753.0,1773.0,846.0,1000.0,1303.0,2008.0,17308,14048,0.812,260.0,1,3.0,4.0,496350.0,686827.0,1183177.0,4551.0,2709,127,289,6153,168.0,370,44003.0,28,16.1,15.1,354166,36456,10784,47973,57053,152266,9741,75.44999999999997
경남진해경찰서,2019,1.0,0.0,1792.0,1211.0,1.0,71.0,0.0,139.0,0.0,1.0,20.0,88.0,327.0,174.0,0.0,140.0,15.0,8.0,343.0,293.0,0.0,35.0,1.0,1638.0,4.0,170.0,1557.0,999.0,680.0,41.0,175.0,866.0,1100.0,370.0,684.0,658.0,405.0,555.0,715.0,903.0,17372,14203,0.818,138.0,2,4.0,6.0,164990.0,381914.0,546904.0,3963.0,1142,106,137,3218,39.0,304,20962.0,15,15.9,16.0,190885,76041,21576,97938,139708,335263,6383,74.15
경남창원서부경찰서,2019,0.0,0.0,2294.0,2072.0,0.0,45.0,0.0,226.0,0.0,3.0,55.0,98.0,345.0,131.0,0.0,550.0,164.0,14.0,616.0,526.0,1.0,23.0,0.0,1958.0,3.0,266.0,2123.0,1298.0,1274.0,32.0,168.0,1196.0,1530.0,491.0,1278.0,1123.0,636.0,680.0,945.0,1311.0,14413,14068,0.976,163.0,0,5.0,5.0,202946.0,741553.0,944499.0,5794.0,1050,140,155,6078,11.0,332,22109.0,27,21.6,20.6,189712,76041,21576,97938,139708,335263,4670,75.65
경남창원중부경찰서,2019,0.0,0.0,2471.0,3098.0,0.0,75.0,0.0,162.0,0.0,2.0,29.0,115.0,655.0,245.0,1.0,373.0,170.0,3.0,907.0,376.0,1.0,42.0,2.0,2696.0,9.0,242.0,2922.0,1648.0,1267.0,45.0,362.0,2117.0,1663.0,373.0,1277.0,1413.0,916.0,951.0,1133.0,1424.0,10461,8251,0.789,132.0,1,2.0,3.0,213408.0,411795.0,625203.0,4736.0,1429,136,201,2895,21.0,566,28368.0,10,9.2,9.2,289815,76041,21576,97938,139708,335263,8720,75.1
서울강남경찰서,2019,2.0,1.0,6268.0,6244.0,1.0,167.0,0.0,470.0,0.0,1.0,76.0,274.0,1961.0,1225.0,2.0,1060.0,266.0,65.0,1402.0,817.0,2.0,86.0,1.0,5217.0,24.0,828.0,5738.0,3936.0,3556.0,31.0,483.0,5304.0,2949.0,848.0,3615.0,3566.0,2034.0,2072.0,2736.0,2822.0,9940,8210,0.826,456.0,1,23.0,24.0,900260.0,777421.0,1677681.0,3679.0,3095,24,421,5031,636.0,297,47075.0,54,19.5,19.2,321787,21689,13134,39921,65581,140325,8561,75.69999999999997
서울강동경찰서,2019,5.0,0.0,4926.0,2733.0,0.0,161.0,0.0,301.0,0.0,2.0,152.0,183.0,757.0,294.0,1.0,190.0,27.0,37.0,823.0,639.0,0.0,33.0,0.0,3851.0,6.0,1439.0,4230.0,2714.0,1336.0,85.0,454.0,2436.0,2753.0,1170.0,1382.0,1500.0,1159.0,1342.0,1931.0,2348.0,7488,7823,1.045,254.0,1,10.0,11.0,166909.0,366450.0,533359.0,2100.0,2619,72,393,7505,2.0,213,45188.0,42,19.5,17.1,415287,24731,10066,39772,53914,128483,9131,74.45
서울강북경찰서,2019,2.0,0.0,4899.0,2162.0,0.0,141.0,1.0,769.0,0.0,2.0,310.0,191.0,642.0,385.0,2.0,248.0,25.0,123.0,738.0,507.0,1.0,15.0,1.0,3906.0,4.0,1498.0,4213.0,2723.0,1350.0,86.0,552.0,2666.0,2572.0,1043.0,1367.0,1597.0,1414.0,1291.0,1731.0,2253.0,9963,8213,0.8240000000000001,167.0,1,9.0,10.0,76389.0,141416.0,217805.0,1304.0,2299,41,347,8430,22.0,184,42791.0,25,15.7,13.0,303871,37423,15119,60537,88327,201406,7530,71.2
서울강서경찰서,2019,7.0,0.0,6513.0,4529.0,1.0,147.0,1.0,378.0,1.0,2.0,164.0,305.0,1073.0,1796.0,6.0,399.0,48.0,21.0,1344.0,730.0,1.0,51.0,2.0,4662.0,7.0,1298.0,5369.0,3713.0,2661.0,117.0,540.0,3786.0,3356.0,1262.0,2682.0,2287.0,1611.0,1951.0,2789.0,3105.0,9349,7827,0.8370000000000001,331.0,0,24.0,24.0,251606.0,414691.0,666297.0,2013.0,2377,139,500,8573,822.0,289,79371.0,42,13.9,11.6,574097,41124,22264,81165,130523,275076,13197,70.45
서울관악경찰서,2019,3.0,0.0,5566.0,5560.0,3.0,174.0,0.0,403.0,0.0,1.0,116.0,318.0,1100.0,661.0,1.0,672.0,28.0,36.0,1075.0,781.0,1.0,48.0,3.0,5228.0,2.0,1872.0,5591.0,3740.0,2495.0,171.0,586.0,4463.0,2835.0,1260.0,2511.0,2442.0,2018.0,1892.0,2353.0,3121.0,7428,7172,0.966,311.0,3,6.0,9.0,312837.0,341749.0,654586.0,2105.0,4825,78,493,11882,951.0,272,119863.0,39,15.9,13.9,507828,28421,15909,54953,81176,180459,30247,69.35
서울광진경찰서,2019,2.0,0.0,4356.0,3718.0,1.0,93.0,0.0,155.0,0.0,1.0,134.0,257.0,724.0,478.0,1.0,425.0,50.0,25.0,857.0,534.0,1.0,26.0,1.0,4033.0,11.0,1037.0,3892.0,2667.0,1901.0,63.0,587.0,3007.0,2168.0,720.0,1915.0,1501.0,1305.0,1391.0,1924.0,2339.0,17351,13671,0.7879999999999999,195.0,0,8.0,8.0,145574.0,247269.0,392843.0,2015.0,6459,34,380,9132,1495.0,93,58714.0,23,12.8,9.9,359766,23511,9205,34348,43811,110875,23823,74.15
서울구로경찰서,2019,3.0,0.0,6202.0,3188.0,2.0,181.0,0.0,268.0,0.0,1.0,76.0,242.0,880.0,524.0,0.0,230.0,29.0,48.0,812.0,608.0,1.0,25.0,0.0,5310.0,2.0,1210.0,5022.0,3083.0,1816.0,117.0,507.0,3135.0,3156.0,1170.0,1836.0,1849.0,1191.0,1618.0,2375.0,2888.0,15834,12643,0.7979999999999999,247.0,0,7.0,7.0,157597.0,254232.0,411829.0,1667.0,3659,45,395,7816,819.0,107,47740.0,26,12.8,11.8,435560,21749,8064,30709,50532,111054,54937,70.3
서울금천경찰서,2019,1.0,1.0,3365.0,3238.0,1.0,82.0,0.0,353.0,0.0,2.0,54.0,179.0,899.0,314.0,1.0,240.0,17.0,39.0,756.0,430.0,1.0,37.0,1.0,3050.0,3.0,1130.0,3403.0,2127.0,1567.0,56.0,285.0,2069.0,2329.0,779.0,1579.0,1501.0,900.0,1104.0,1642.0,1950.0,13214,11731,0.888,141.0,0,4.0,4.0,178251.0,493516.0,671767.0,4764.0,4226,50,274,6260,567.0,118,37778.0,23,20.4,19.4,249747,21128,8770,35542,52484,117924,32851,69.15
서울남대문경찰서,2019,2.0,0.0,2465.0,1465.0,0.0,68.0,0.0,61.0,0.0,1.0,62.0,117.0,420.0,222.0,0.0,81.0,21.0,85.0,557.0,160.0,1.0,25.0,0.0,1886.0,3.0,546.0,2033.0,1349.0,742.0,7.0,136.0,1581.0,1271.0,374.0,755.0,725.0,241.0,686.0,1460.0,1012.0,10556,8136,0.7709999999999999,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,725,16,186,1137,176.0,88,3492.0,5,8.1,8.8,22853,6833,2472,14862,28268,52435,2300,76.85
서울노원경찰서,2019,5.0,15.0,5453.0,2857.0,0.0,161.0,0.0,454.0,0.0,2.0,115.0,293.0,865.0,521.0,0.0,249.0,22.0,111.0,929.0,662.0,3.0,55.0,1.0,4413.0,8.0,930.0,4248.0,3015.0,1799.0,116.0,683.0,2609.0,2741.0,1105.0,1808.0,2083.0,1202.0,1401.0,2058.0,2318.0,9270,7399,0.7979999999999999,203.0,0,6.0,6.0,44268.0,141374.0,185642.0,914.0,1998,167,415,4078,61.0,63,53365.0,40,14.6,11.9,522480,51537,28793,96356,140258,316944,8300,76.30000000000003
서울도봉경찰서,2019,1.0,6.0,2612.0,2005.0,1.0,97.0,0.0,107.0,0.0,2.0,126.0,155.0,511.0,304.0,0.0,134.0,16.0,75.0,595.0,410.0,0.0,43.0,1.0,2251.0,2.0,460.0,2341.0,1609.0,1007.0,46.0,294.0,1318.0,1555.0,732.0,1012.0,1124.0,612.0,722.0,1157.0,1342.0,7412,7482,1.0090000000000001,179.0,3,8.0,11.0,424291.0,344157.0,768448.0,4293.0,10,71,273,6337,622.0,68,32653.0,27,15.9,14.0,323543,32365,11052,40627,54373,138417,5027,75.05
서울동대문경찰서,2019,0.0,0.0,4929.0,2726.0,0.0,121.0,0.0,384.0,0.0,1.0,146.0,239.0,729.0,781.0,0.0,359.0,24.0,47.0,931.0,492.0,1.0,47.0,3.0,3491.0,8.0,1155.0,4232.0,2424.0,1651.0,66.0,374.0,2419.0,2552.0,1240.0,1656.0,1340.0,1141.0,1547.0,2086.0,2193.0,6423,5498,0.856,195.0,5,21.0,26.0,233398.0,636944.0,870342.0,4463.0,26,14,429,10730,4.0,150,58152.0,23,13.5,12.2,355094,24605,9344,43252,75416,152617,23645,73.9
서울동작경찰서,2019,3.0,2.0,4309.0,2543.0,2.0,134.0,0.0,131.0,0.0,1.0,245.0,176.0,627.0,478.0,1.0,311.0,15.0,96.0,720.0,377.0,0.0,27.0,1.0,3745.0,3.0,793.0,3492.0,2533.0,1345.0,67.0,407.0,2659.0,1953.0,931.0,1353.0,1218.0,891.0,1358.0,1878.0,2025.0,6031,5273,0.8740000000000001,208.0,2,10.0,12.0,86519.0,92724.0,179243.0,862.0,2033,53,353,8848,1007.0,83,60088.0,24,12.0,9.2,400368,19403,9690,34013,54529,117635,20697,72.45
서울마포경찰서,2019,4.0,3.0,5202.0,4821.0,0.0,124.0,0.0,235.0,1.0,1.0,83.0,244.0,997.0,902.0,0.0,699.0,40.0,65.0,777.0,645.0,1.0,35.0,2.0,4646.0,12.0,1409.0,4627.0,3191.0,2656.0,68.0,707.0,4088.0,2133.0,792.0,2686.0,1886.0,2164.0,1649.0,2225.0,2550.0,5039,5241,1.04,246.0,0,13.0,13.0,163683.0,229742.0,393425.0,1599.0,2317,82,458,7628,780.0,121,59248.0,27,14.0,11.8,369327,15671,8696,28149,47341,99857,16416,76.15
서울방배경찰서,2019,1.0,0.0,1653.0,1167.0,1.0,48.0,0.0,55.0,0.0,1.0,12.0,65.0,345.0,179.0,1.0,323.0,1.0,31.0,347.0,143.0,0.0,11.0,0.0,1225.0,0.0,267.0,1349.0,875.0,714.0,22.0,142.0,891.0,820.0,345.0,718.0,616.0,326.0,545.0,735.0,716.0,5809,4266,0.7340000000000001,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,2691,25,141,3231,4.0,24,10829.0,26,11.8,11.6,133979,12915,6232,19512,29423,68082,2832,79.05000000000003
서울서대문경찰서,2019,4.0,16.0,3532.0,2848.0,0.0,103.0,0.0,143.0,0.0,1.0,152.0,178.0,523.0,257.0,0.0,181.0,39.0,173.0,772.0,380.0,2.0,77.0,0.0,3468.0,7.0,742.0,3122.0,2411.0,1266.0,61.0,458.0,2425.0,1746.0,837.0,1272.0,1511.0,900.0,1093.0,1504.0,1791.0,5328,4127,0.775,269.0,1,12.0,13.0,109764.0,111196.0,220960.0,821.0,2938,58,322,6938,388.0,75,46449.0,33,21.0,17.3,319394,20887,7284,27027,45810,101008,18179,76.15
서울서부경찰서,2019,4.0,0.0,1816.0,1056.0,1.0,44.0,0.0,56.0,0.0,2.0,21.0,74.0,240.0,105.0,2.0,59.0,22.0,43.0,253.0,216.0,0.0,35.0,1.0,1483.0,1.0,466.0,1499.0,991.0,510.0,30.0,170.0,908.0,956.0,422.0,514.0,559.0,473.0,479.0,677.0,812.0,4513,4196,0.93,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1870,46,221,3546,221.0,96,22652.0,38,15.5,12.8,189190,45265,18558,62819,95037,221679,3875,73.1
서울서초경찰서,2019,3.0,1.0,5794.0,4568.0,1.0,140.0,0.0,239.0,0.0,0.0,52.0,322.0,1579.0,588.0,0.0,345.0,64.0,97.0,640.0,644.0,2.0,35.0,1.0,5274.0,12.0,1195.0,4870.0,3516.0,2412.0,53.0,586.0,4272.0,2527.0,910.0,2450.0,2217.0,1556.0,2180.0,2530.0,2315.0,4418,4083,0.924,242.0,2,42.0,44.0,300794.0,669453.0,970247.0,4009.0,4237,88,339,4405,5.0,115,31823.0,26,11.8,11.6,296847,12915,6232,19512,29423,68082,6224,79.9
서울성동경찰서,2019,3.0,0.0,3633.0,2466.0,0.0,78.0,0.0,145.0,0.0,0.0,78.0,163.0,612.0,281.0,3.0,354.0,15.0,62.0,767.0,346.0,2.0,24.0,0.0,2902.0,4.0,868.0,3086.0,1876.0,1441.0,44.0,302.0,2184.0,1757.0,670.0,1446.0,1479.0,744.0,1101.0,1510.0,1569.0,3768,3430,0.91,194.0,2,7.0,9.0,119319.0,604898.0,724217.0,3733.0,3241,54,320,6228,792.0,62,41488.0,16,10.5,10.2,299688,16622,7134,29103,44632,97491,14042,75.65
서울성북경찰서,2019,3.0,0.0,2255.0,1280.0,0.0,62.0,0.0,89.0,0.0,0.0,43.0,94.0,338.0,240.0,0.0,202.0,10.0,76.0,472.0,296.0,0.0,7.0,3.0,1622.0,5.0,367.0,1685.0,1309.0,738.0,41.0,246.0,1232.0,961.0,505.0,747.0,873.0,469.0,707.0,846.0,837.0,3916,4010,1.024,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,2015,29,252,7048,535.0,36,35292.0,30,13.5,11.3,251646,31361,11882,43894,69254,156391,10865,76.6
서울송파경찰서,2019,1.0,1.0,8902.0,4810.0,2.0,197.0,0.0,273.0,0.0,0.0,227.0,317.0,1576.0,645.0,2.0,679.0,49.0,71.0,1282.0,770.0,0.0,31.0,2.0,7399.0,11.0,1579.0,7170.0,4376.0,2867.0,166.0,675.0,4912.0,4212.0,1572.0,2876.0,3148.0,1868.0,2303.0,3300.0,3794.0,11362,9216,0.8109999999999999,335.0,2,19.0,21.0,330243.0,628586.0,958829.0,2862.0,2096,140,538,8817,64.0,241,68861.0,40,11.7,9.6,648600,32727,14377,45428,58345,150877,14126,79.69999999999997
서울수서경찰서,2019,2.0,4.0,3379.0,3778.0,0.0,108.0,0.0,171.0,0.0,1.0,45.0,210.0,1304.0,404.0,2.0,288.0,34.0,52.0,990.0,352.0,0.0,32.0,3.0,3182.0,6.0,629.0,3502.0,2393.0,1593.0,73.0,376.0,2404.0,2167.0,856.0,1612.0,2071.0,801.0,1227.0,1691.0,1698.0,10254,8846,0.863,456.0,1,23.0,24.0,900260.0,777421.0,1677681.0,3679.0,3124,70,312,3031,738.0,115,20502.0,54,19.5,19.2,223382,21689,13134,39921,65581,140325,3174,78.55
서울양천경찰서,2019,5.0,0.0,4217.0,2813.0,0.0,144.0,0.0,148.0,0.0,2.0,99.0,176.0,698.0,533.0,1.0,181.0,26.0,29.0,816.0,438.0,2.0,31.0,2.0,3672.0,1.0,822.0,3587.0,2407.0,1434.0,118.0,521.0,2028.0,2341.0,972.0,1448.0,1322.0,901.0,1367.0,1838.0,2000.0,9110,8762,0.9620000000000001,163.0,2,7.0,9.0,107052.0,358668.0,465720.0,2857.0,2921,95,376,7113,677.0,72,36345.0,32,13.8,13.4,440354,33580,12197,43041,64917,153735,9138,76.55000000000003
서울영등포경찰서,2019,10.0,4.0,8230.0,4598.0,1.0,165.0,1.0,123.0,0.0,1.0,81.0,344.0,977.0,811.0,1.0,574.0,41.0,72.0,969.0,563.0,0.0,32.0,3.0,7005.0,6.0,1816.0,6878.0,4032.0,2304.0,89.0,582.0,4676.0,3928.0,1623.0,2316.0,2282.0,1576.0,2142.0,3330.0,3884.0,6530,5020,0.769,265.0,1,48.0,49.0,344748.0,2755206.0,3099954.0,11698.0,3775,44,513,7951,958.0,342,58214.0,21,11.6,10.3,394083,12911,5546,30674,51952,101083,55524,72.44999999999997
서울용산경찰서,2019,2.0,0.0,3496.0,3534.0,0.0,107.0,0.0,217.0,0.0,0.0,56.0,167.0,771.0,601.0,0.0,303.0,18.0,48.0,511.0,436.0,0.0,39.0,2.0,3239.0,10.0,1267.0,3589.0,2169.0,1654.0,37.0,258.0,2979.0,1800.0,661.0,1677.0,1408.0,1522.0,1229.0,1651.0,1602.0,5899,4230,0.7170000000000001,238.0,0,5.0,5.0,100283.0,167582.0,267865.0,1125.0,2051,45,343,9980,1024.0,122,35148.0,13,11.5,11.1,227181,11199,4119,24104,39212,78634,22332,77.6
서울은평경찰서,2019,2.0,10.0,2540.0,1844.0,11.0,83.0,1.0,509.0,0.0,1.0,38.0,111.0,378.0,269.0,1.0,185.0,17.0,91.0,590.0,277.0,0.0,30.0,0.0,2374.0,0.0,716.0,2367.0,1767.0,905.0,54.0,361.0,1607.0,1498.0,610.0,909.0,985.0,697.0,723.0,1239.0,1395.0,5364,4349,0.8109999999999999,196.0,3,20.0,23.0,1901761.0,511008.0,2412769.0,12310.0,1796,54,203,4502,276.0,117,32420.0,38,15.5,12.8,290842,45265,18558,62819,95037,221679,5626,73.15
서울종로경찰서,2019,3.0,15.0,2805.0,1339.0,1.0,59.0,0.0,229.0,1.0,0.0,61.0,88.0,439.0,220.0,0.0,273.0,19.0,68.0,311.0,283.0,0.0,10.0,0.0,1950.0,4.0,848.0,2312.0,1280.0,921.0,17.0,123.0,1465.0,1401.0,580.0,927.0,757.0,454.0,705.0,1244.0,1353.0,5322,4234,0.7959999999999999,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,805,29,285,5259,68.0,150,34961.0,9,12.0,11.4,75958,5756,2573,14071,25508,47908,3554,79.6
서울종암경찰서,2019,2.0,1.0,2145.0,1514.0,0.0,84.0,0.0,118.0,0.0,0.0,52.0,115.0,329.0,226.0,0.0,320.0,19.0,128.0,314.0,245.0,0.0,14.0,0.0,1758.0,4.0,444.0,1754.0,1174.0,988.0,44.0,183.0,996.0,1149.0,555.0,989.0,749.0,522.0,688.0,956.0,1001.0,4649,3529,0.759,191.0,0,10.0,10.0,241464.0,222877.0,464341.0,2431.0,1855,22,176,5751,499.0,21,24317.0,30,13.5,11.3,191004,31361,11882,43894,69254,156391,7111,74.6
서울중랑경찰서,2019,5.0,0.0,5088.0,3318.0,0.0,145.0,0.0,426.0,0.0,1.0,127.0,191.0,666.0,639.0,2.0,174.0,48.0,48.0,727.0,633.0,0.0,41.0,0.0,4801.0,4.0,1136.0,4394.0,3070.0,1646.0,90.0,522.0,2564.0,3073.0,1204.0,1657.0,1549.0,1273.0,1565.0,2094.0,2629.0,3978,3596,0.904,210.0,1,9.0,10.0,95365.0,227285.0,322650.0,1536.0,4469,54,406,8132,1778.0,115,52196.0,35,17.6,15.4,386331,46485,15246,64943,92574,219248,9785,68.75
서울중부경찰서,2019,2.0,0.0,3183.0,1693.0,0.0,126.0,0.0,243.0,0.0,4.0,113.0,125.0,435.0,321.0,0.0,212.0,32.0,57.0,685.0,251.0,0.0,18.0,1.0,2438.0,3.0,786.0,2699.0,1660.0,1005.0,25.0,252.0,2035.0,1451.0,582.0,1019.0,1133.0,672.0,893.0,1338.0,1328.0,4818,3553,0.737,213.0,3,17.0,20.0,5135961.0,68941136.0,74077097.0,347780.0,1563,14,236,4933,339.0,206,18597.0,5,8.1,8.8,103318,6833,2472,14862,28268,52435,11496,73.05
서울혜화경찰서,2019,2.0,0.0,2404.0,1385.0,2.0,77.0,0.0,57.0,0.0,1.0,50.0,100.0,339.0,187.0,1.0,325.0,27.0,30.0,463.0,262.0,0.0,25.0,0.0,1571.0,6.0,642.0,1812.0,1145.0,1021.0,7.0,148.0,1183.0,1084.0,532.0,1024.0,666.0,391.0,689.0,1251.0,981.0,5006,3897,0.778,232.0,4,16.0,20.0,403054.0,398040.0,801094.0,3453.0,784,13,213,4256,42.0,143,41063.0,9,12.0,11.4,75332,5756,2573,14071,25508,47908,10641,71.75
충남세종경찰서,2019,2.0,0.0,1740.0,2358.0,2.0,83.0,3.0,148.0,0.0,0.0,26.0,148.0,491.0,138.0,0.0,165.0,18.0,9.0,648.0,637.0,0.0,17.0,1.0,1972.0,3.0,115.0,1985.0,1377.0,1000.0,70.0,270.0,1231.0,1391.0,398.0,1002.0,1059.0,395.0,724.0,1029.0,1155.0,4362,4339,0.995,191.0,0,8.0,8.0,995712.0,1699780.0,2695492.0,14113.0,2527,88,178,10410,39.0,66,39078.0,30,18.4,18.2,338136,16060,4101,15794,22678,58633,9814,76.35
